CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Classe;Quantidade_Feminino;Quantidade_Masculino;Quantidade_Nao_Binario;Quantidade_Outros;Quantidade_Sem_Resposta
91.333.666/0001-17;2024-12-31;2;141243;Não-liderança;0;0;0;0;106
91.669.747/0001-92;2024-12-31;1;138220;Liderança;0;0;0;0;0
91.669.747/0001-92;2024-12-31;1;138220;Não-liderança;0;0;0;0;0
91.983.056/0001-69;2024-12-31;6;142078;Liderança;23;113;0;0;0
91.983.056/0001-69;2024-12-31;6;142078;Não-liderança;377;1164;0;0;0
92.012.467/0001-70;2024-12-31;4;139700;Liderança;361;77;0;0;0
92.012.467/0001-70;2024-12-31;4;139700;Não-liderança;1982;309;0;0;0
92.660.570/0001-26;2024-12-31;2;139769;Liderança;4;45;0;0;0
92.660.570/0001-26;2024-12-31;2;139769;Não-liderança;27;240;0;0;0
92.665.611/0001-77;2024-12-31;3;141597;Liderança;488;194;0;0;0
92.665.611/0001-77;2024-12-31;3;141597;Não-liderança;5874;2391;0;0;0
92.690.783/0001-09;2024-12-31;4;142119;Liderança;1186;3363;0;0;2
92.690.783/0001-09;2024-12-31;4;142119;Não-liderança;3407;22216;0;0;2
92.693.019/0001-89;2024-12-31;2;141701;Liderança;4;49;0;0;0
92.693.019/0001-89;2024-12-31;2;141701;Não-liderança;75;430;0;0;0
92.702.067/0001-96;2024-12-31;8;142092;Liderança;356;703;0;0;0
92.702.067/0001-96;2024-12-31;8;142092;Não-liderança;3540;4490;0;0;0
92.715.812/0001-31;2024-12-31;5;141677;Liderança;8;47;0;0;0
92.715.812/0001-31;2024-12-31;5;141677;Não-liderança;83;411;0;0;0
92.721.232/0001-57;2024-12-31;3;139024;Liderança;9;26;0;0;0
92.721.232/0001-57;2024-12-31;3;139024;Não-liderança;1;31;0;0;0
92.749.225/0001-63;2024-12-31;1;138798;Liderança;0;8;0;0;0
92.749.225/0001-63;2024-12-31;1;138798;Não-liderança;0;0;0;0;1
92.754.738/0001-62;2024-12-31;4;142088;Liderança;1747;1091;4;70;0
92.754.738/0001-62;2024-12-31;4;142088;Não-liderança;13859;7155;70;368;0
92.781.335/0001-02;2024-12-31;5;141956;Liderança;28;168;0;0;0
92.781.335/0001-02;2024-12-31;5;141956;Não-liderança;642;1574;0;0;0
92.791.243/0001-03;2024-12-31;2;139334;Liderança;39;151;0;0;0
92.791.243/0001-03;2024-12-31;2;139334;Não-liderança;556;1602;0;0;0
93.828.986/0001-73;2024-12-31;1;137868;Liderança;0;2;0;0;0
93.828.986/0001-73;2024-12-31;1;137868;Não-liderança;0;2;0;0;0
94.813.102/0001-70;2024-12-31;2;141339;Liderança;109;407;0;0;0
94.813.102/0001-70;2024-12-31;2;141339;Não-liderança;380;1335;0;0;0
95.426.862/0001-97;2024-12-31;2;138871;Liderança;9;19;0;0;0
95.426.862/0001-97;2024-12-31;2;138871;Não-liderança;272;272;0;0;0
96.298.013/0001-68;2024-12-31;4;142024;Liderança;49;73;0;0;0
96.298.013/0001-68;2024-12-31;4;142024;Não-liderança;348;406;0;0;0
96.418.264/0218-02;2024-12-31;4;142027;Liderança;250;483;0;5;147
96.418.264/0218-02;2024-12-31;4;142027;Não-liderança;2826;2326;8;42;2309
97.191.902/0001-94;2024-12-31;3;141611;Liderança;44;91;0;0;0
97.191.902/0001-94;2024-12-31;3;141611;Não-liderança;1122;885;0;0;0
97.837.181/0001-47;2024-12-31;9;142007;Liderança;261;581;0;0;0
97.837.181/0001-47;2024-12-31;9;142007;Não-liderança;2755;8100;0;0;0
