CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;ID_Sociedade;Razao_Social;CNPJ;Tipo_Sociedade;Descricao_Atividades;Pais_Sede;UF_Sede;Municipio_Sede;Participacao_Emissor;Possui_Registro_CVM;Codigo_CVM;Razao_Aquisicao_Manutencao;Data_Valor_Mercado;Data_Valor_Contabil;Valor_Mercado;Valor_Contabil
33.958.695/0001-78;2024-12-31;4;141660;UNIPAR CARBOCLORO S.A.;810609;SOLALBAN ENERGIA S.A.;00000000000000;;;;;;55.80000000;;;;;;;
33.958.695/0001-78;2024-12-31;4;141660;UNIPAR CARBOCLORO S.A.;810610;Tucano Holdings III S.A.;35714529000151;;;;;;50.00000000;;;;;;;
33.958.695/0001-78;2024-12-31;4;141660;UNIPAR CARBOCLORO S.A.;810611;Unipar Indupa do Brasil S.A.;61460325000141;;;;;;100.00000000;;;;;;;
33.958.695/0001-78;2024-12-31;4;141660;UNIPAR CARBOCLORO S.A.;810612;UNIPAR INDUPA SAIC;00000000000000;;;;;;96.21000000;;;;;;;
33.958.695/0001-78;2024-12-31;4;141660;UNIPAR CARBOCLORO S.A.;810613;USINA DE ENERGIA FOTOVOLTAICA LAR DO SOL I S.A.;31321803000171;;;;;;49.50000000;;;;;;;
33.958.695/0001-78;2024-12-31;4;141660;UNIPAR CARBOCLORO S.A.;810614;USINA DE ENERGIA FOTOVOLTAICA LAR DO SOL II S.A.;31321885000154;;;;;;49.50000000;;;;;;;
33.958.695/0001-78;2024-12-31;4;141660;UNIPAR CARBOCLORO S.A.;810615;USINA DE ENERGIA FOTOVOLTAICA LAR DO SOL III S.A.;31414665000175;;;;;;49.50000000;;;;;;;
33.958.695/0001-78;2024-12-31;4;141660;UNIPAR CARBOCLORO S.A.;810616;Veleiros Holdings S.A.;41825390000116;;;;;;49.50000000;;;;;;;
33.958.695/0001-78;2024-12-31;4;141660;UNIPAR CARBOCLORO S.A.;810617;UNIPAR PARTICIPACIONES S.A.U.;00000000000000;;;;;;100.00000000;;;;;;;
34.169.557/0001-72;2024-12-31;1;138626;BCO MERCANTIL DE INVESTIMENTOS S.A.;793003;Domo Digital Tecnologia S.A.;40712188000115;;;;;;5.00000000;;;;;;;
34.274.233/0001-02;2024-12-31;7;141509;VIBRA ENERGIA S/A;809260;NAVEGANTES LOGÍSTICA PORTUÁRIA S.A.;34849535000153;;;;;;33.33000000;;;;;;;
34.274.233/0001-02;2024-12-31;7;141509;VIBRA ENERGIA S/A;809261;NORDESTE LOGÍSTICA I S.A.;35058101000106;;;;;;33.33000000;;;;;;;
34.274.233/0001-02;2024-12-31;7;141509;VIBRA ENERGIA S/A;809262;NORDESTE LOGÍSTICA II S.A.;35058137000181;;;;;;33.33000000;;;;;;;
34.274.233/0001-02;2024-12-31;7;141509;VIBRA ENERGIA S/A;809263;NORDESTE LOGÍSTICA III S.A.;35058124000102;;;;;;33.33000000;;;;;;;
34.274.233/0001-02;2024-12-31;7;141509;VIBRA ENERGIA S/A;809264;VIBRA TRADING IMPORTAÇÃO E EXPORTAÇÃO LTDA.;44321374000184;;;;;;100.00000000;;;;;;;
34.274.233/0001-02;2024-12-31;7;141509;VIBRA ENERGIA S/A;809265;VIBRA TRADING BV;00000000000000;;;;;;100.00000000;;;;;;;
34.274.233/0001-02;2024-12-31;7;141509;VIBRA ENERGIA S/A;809266;VIBRA TRADING AMERICAS LLC;00000000000000;;;;;;100.00000000;;;;;;;
34.274.233/0001-02;2024-12-31;7;141509;VIBRA ENERGIA S/A;809267;VBBR CONVENIENCIA S. A.;50883026000101;;;;;;100.00000000;;;;;;;
34.274.233/0001-02;2024-12-31;7;141509;VIBRA ENERGIA S/A;809268;Comerc Participações S.A.;25369840000157;;;;;;48.70000000;;;;;;;
34.274.233/0001-02;2024-12-31;7;141509;VIBRA ENERGIA S/A;809269;ECE S.A. (EVOLUA ETANOL);45335934000112;;;;;;49.99000000;;;;;;;
34.274.233/0001-02;2024-12-31;7;141509;VIBRA ENERGIA S/A;809270;FUNDO DE INVESTIMENTO IMOBILIÁRIO - FCM;08417532000130;;;;;;99.01000000;;;;;;;
34.274.233/0001-02;2024-12-31;7;141509;VIBRA ENERGIA S/A;809271;FUNDO DE INVESTIMENTO - VIBRA VENTURE;46154352000100;;;;;;100.00000000;;;;;;;
34.274.233/0001-02;2024-12-31;7;141509;VIBRA ENERGIA S/A;809272;BRASIL SUPPLY S.A.;05124249000122;;;;;;0.38000000;;;;;;;
34.274.233/0001-02;2024-12-31;7;141509;VIBRA ENERGIA S/A;809273;ZEG BIOGÁS E ENERGIA S.A.;24025216000170;;;;;;50.00000000;;;;;;;
35.727.157/0001-06;2024-12-31;2;139116;EZ INC INCORPORAÇÕES COMERCIAIS S.A.;796971;Alexandria Incorporadora Ltda.;09280707000173;;;;;;99.99000000;;;;;;;
35.727.157/0001-06;2024-12-31;2;139116;EZ INC INCORPORAÇÕES COMERCIAIS S.A.;796972;Colmar Incorporadora Ltda.;37969004000192;;;;;;99.99000000;;;;;;;
35.727.157/0001-06;2024-12-31;2;139116;EZ INC INCORPORAÇÕES COMERCIAIS S.A.;796973;Curupá Empreendimentos Imobiliários Ltda.;61367314000111;;;;;;99.99000000;;;;;;;
35.727.157/0001-06;2024-12-31;2;139116;EZ INC INCORPORAÇÕES COMERCIAIS S.A.;796974;Itajuba Incorporadora Ltda.;36362982000109;;;;;;99.99000000;;;;;;;
35.727.157/0001-06;2024-12-31;2;139116;EZ INC INCORPORAÇÕES COMERCIAIS S.A.;796975;Juquei Incorporadora S.A.;28450705000120;;;;;;99.99000000;;;;;;;
35.727.157/0001-06;2024-12-31;2;139116;EZ INC INCORPORAÇÕES COMERCIAIS S.A.;796976;MAIRIPORÃ INCORPORADORA LTDA;17922338000101;;;;;;99.99000000;;;;;;;
35.727.157/0001-06;2024-12-31;2;139116;EZ INC INCORPORAÇÕES COMERCIAIS S.A.;796977;Portland Incorporadora Ltda.;38026360000135;;;;;;99.99000000;;;;;;;
35.727.157/0001-06;2024-12-31;2;139116;EZ INC INCORPORAÇÕES COMERCIAIS S.A.;796978;RENO INCORPORADORA LTDA;12299362000104;;;;;;99.99000000;;;;;;;
35.727.157/0001-06;2024-12-31;2;139116;EZ INC INCORPORAÇÕES COMERCIAIS S.A.;796979;Suécia Incorporadora Ltda.;28450668000150;;;;;;99.99000000;;;;;;;
35.727.157/0001-06;2024-12-31;2;139116;EZ INC INCORPORAÇÕES COMERCIAIS S.A.;796980;Vermonth Incorporadora Ltda.;09061512000132;;;;;;99.99000000;;;;;;;
35.791.391/0001-94;2024-12-31;2;138913;QUALITY SOFTWARE S.A.;794903;LATIN TECHNOLOGY DISTRIBUIÇÃO INFORMATICA LTDA.;00487344000177;;;;;;100.00000000;;;;;;;
35.791.391/0001-94;2024-12-31;2;138913;QUALITY SOFTWARE S.A.;794904;ACCT LLC;00000000000000;;;;;;100.00000000;;;;;;;
35.791.391/0001-94;2024-12-31;2;138913;QUALITY SOFTWARE S.A.;794905;ACUPULA CONSULTING TECHNOLOGY;00000000000000;;;;;;100.00000000;;;;;;;
35.791.391/0001-94;2024-12-31;2;138913;QUALITY SOFTWARE S.A.;794906;QSW NEXT TECH;00000000000000;;;;;;100.00000000;;;;;;;
35.791.391/0001-94;2024-12-31;2;138913;QUALITY SOFTWARE S.A.;794907;EVANSTON S.A.;00000000000000;;;;;;98.00000000;;;;;;;
35.791.391/0001-94;2024-12-31;2;138913;QUALITY SOFTWARE S.A.;794908;QUALITY SOFTWARE S/A;35791391000437;;;;;;100.00000000;;;;;;;
35.791.391/0001-94;2024-12-31;2;138913;QUALITY SOFTWARE S.A.;794909;QUALITY SOFTWARE S/A;35791391000607;;;;;;100.00000000;;;;;;;
36.542.025/0001-64;2024-12-31;3;139728;BRQ SOLUCOES EM INFORMATICA S.A.;801835;Inspeon Soluções Digitais Ltda.;35836076000136;;;;;;60.00000000;;;;;;;
36.542.025/0001-64;2024-12-31;3;139728;BRQ SOLUCOES EM INFORMATICA S.A.;801836;Workfacilit Soluções Digitais Ltda.;35830776000113;;;;;;51.00000000;;;;;;;
36.542.025/0001-64;2024-12-31;3;139728;BRQ SOLUCOES EM INFORMATICA S.A.;801837;BRQ IT SERVICES, INC.;00000000000000;;;;;;100.00000000;;;;;;;
36.542.025/0001-64;2024-12-31;3;139728;BRQ SOLUCOES EM INFORMATICA S.A.;801838;THINKINTERNATIONAL LLC (CONTROLADA INDIRETA);00000000000000;;;;;;100.00000000;;;;;;;
37.663.076/0001-07;2024-12-31;9;142049;AES BRASIL ENERGIA S.A.;814320;AES Brasil Operações S.A.;00194724000113;;;;;;100.00000000;;;;;;;
37.663.076/0001-07;2024-12-31;9;142049;AES BRASIL ENERGIA S.A.;814321;AES Tietê Eólica Participações S.A.;11289590000130;;;;;;76.59000000;;;;;;;
37.663.076/0001-07;2024-12-31;9;142049;AES BRASIL ENERGIA S.A.;814322;AES Tietê Integra Soluções em Energia Ltda.;26203837000121;;;;;;100.00000000;;;;;;;
37.663.076/0001-07;2024-12-31;9;142049;AES BRASIL ENERGIA S.A.;814323;AES Tucano Holding I S.A.;33113381000174;;;;;;100.00000000;;;;;;;
37.663.076/0001-07;2024-12-31;9;142049;AES BRASIL ENERGIA S.A.;814324;AES Tucano Holding II S.A.;34623550000189;;;;;;100.00000000;;;;;;;
37.663.076/0001-07;2024-12-31;9;142049;AES BRASIL ENERGIA S.A.;814325;AGV Solar IV Geradora de Energia S.A.;28937900000189;;;;;;76.59000000;;;;;;;
37.663.076/0001-07;2024-12-31;9;142049;AES BRASIL ENERGIA S.A.;814326;AGV Solar V Geradora de Energia S.A.;28938999000133;;;;;;76.59000000;;;;;;;
37.663.076/0001-07;2024-12-31;9;142049;AES BRASIL ENERGIA S.A.;814327;AGV Solar VI Geradora de Energia S.A.;28937919000125;;;;;;76.59000000;;;;;;;
37.663.076/0001-07;2024-12-31;9;142049;AES BRASIL ENERGIA S.A.;814328;AGV Solar VII Geradora de Energia S.A;43721023000106;;;;;;76.59000000;;;;;;;
37.663.076/0001-07;2024-12-31;9;142049;AES BRASIL ENERGIA S.A.;814329;Boa Hora 1 Geradora de Energia Solar S.A.;24302776000124;;;;;;100.00000000;;;;;;;
37.663.076/0001-07;2024-12-31;9;142049;AES BRASIL ENERGIA S.A.;814330;Boa Hora 2 Geradora de Energia Solar S.A.;24302787000104;;;;;;100.00000000;;;;;;;
37.663.076/0001-07;2024-12-31;9;142049;AES BRASIL ENERGIA S.A.;814331;Boa Hora 3 Geradora de Energia Solar S.A.;24302734000193;;;;;;100.00000000;;;;;;;
37.663.076/0001-07;2024-12-31;9;142049;AES BRASIL ENERGIA S.A.;814332;Brasventos Eolo Geradora de Energia S.A.;11637090000142;;;;;;76.59000000;;;;;;;
37.663.076/0001-07;2024-12-31;9;142049;AES BRASIL ENERGIA S.A.;814333;Brasventos Miassaba 3 Geradora de Energia S.A.;11839616000177;;;;;;76.59000000;;;;;;;
37.663.076/0001-07;2024-12-31;9;142049;AES BRASIL ENERGIA S.A.;814334;Centrais Eólicas Ametista S.A.;11201885000103;;;;;;76.59000000;;;;;;;
37.663.076/0001-07;2024-12-31;9;142049;AES BRASIL ENERGIA S.A.;814335;Centrais Eólicas Borgo S.A.;12041341000194;;;;;;76.59000000;;;;;;;
37.663.076/0001-07;2024-12-31;9;142049;AES BRASIL ENERGIA S.A.;814336;Centrais Eólicas Caetité S.A.;11201767000103;;;;;;76.59000000;;;;;;;
37.663.076/0001-07;2024-12-31;9;142049;AES BRASIL ENERGIA S.A.;814337;Centrais Eólicas da Prata S.A.;11366231000130;;;;;;76.59000000;;;;;;;
37.663.076/0001-07;2024-12-31;9;142049;AES BRASIL ENERGIA S.A.;814338;Centrais Eólicas dos Araçás S.A.;11201833000137;;;;;;76.59000000;;;;;;;
37.663.076/0001-07;2024-12-31;9;142049;AES BRASIL ENERGIA S.A.;814339;Centrais Eólicas Dourados S.A.;12041319000144;;;;;;76.59000000;;;;;;;
37.663.076/0001-07;2024-12-31;9;142049;AES BRASIL ENERGIA S.A.;814340;Centrais Eólicas Espigão S.A.;11197321000144;;;;;;76.59000000;;;;;;;
37.663.076/0001-07;2024-12-31;9;142049;AES BRASIL ENERGIA S.A.;814341;Centrais Eólicas Maron S.A.;12041214000195;;;;;;76.59000000;;;;;;;
37.663.076/0001-07;2024-12-31;9;142049;AES BRASIL ENERGIA S.A.;814342;Centrais Eólicas Morrão S.A.;12049829000168;;;;;;76.59000000;;;;;;;
37.663.076/0001-07;2024-12-31;9;142049;AES BRASIL ENERGIA S.A.;814343;Centrais Eólicas Pelourinho S.A.;12048031000100;;;;;;76.59000000;;;;;;;
37.663.076/0001-07;2024-12-31;9;142049;AES BRASIL ENERGIA S.A.;814344;Centrais Eólicas Pilões S.A.;11201797000101;;;;;;76.59000000;;;;;;;
37.663.076/0001-07;2024-12-31;9;142049;AES BRASIL ENERGIA S.A.;814345;Centrais Eólicas Seraíma S.A.;12047526000106;;;;;;76.59000000;;;;;;;
37.663.076/0001-07;2024-12-31;9;142049;AES BRASIL ENERGIA S.A.;814346;Centrais Eólicas Serra do Espinhaço S.A.;12049958000156;;;;;;76.59000000;;;;;;;
37.663.076/0001-07;2024-12-31;9;142049;AES BRASIL ENERGIA S.A.;814347;Centrais Eólicas Tanque S.A.;12048059000139;;;;;;76.59000000;;;;;;;
37.663.076/0001-07;2024-12-31;9;142049;AES BRASIL ENERGIA S.A.;814348;Centrais Eólicas Ventos do Nordeste S.A.;11204086000190;;;;;;76.59000000;;;;;;;
37.663.076/0001-07;2024-12-31;9;142049;AES BRASIL ENERGIA S.A.;814349;Central Eólica Santo Antônio de Pádua S.A.;09601233000114;;;;;;100.00000000;;;;;;;
37.663.076/0001-07;2024-12-31;9;142049;AES BRASIL ENERGIA S.A.;814350;Central Eólica São Cristóvão S.A.;10272500000136;;;;;;100.00000000;;;;;;;
37.663.076/0001-07;2024-12-31;9;142049;AES BRASIL ENERGIA S.A.;814351;Central Eólica São Jorge S.A.;09571485000148;;;;;;100.00000000;;;;;;;
37.663.076/0001-07;2024-12-31;9;142049;AES BRASIL ENERGIA S.A.;814352;Embuaca Geração e Comercialização de Energia S.A.;10288461000165;;;;;;100.00000000;;;;;;;
37.663.076/0001-07;2024-12-31;9;142049;AES BRASIL ENERGIA S.A.;814353;Eólica Bela Vista Geração e Comercialização de Energia S.A.;10288502000113;;;;;;100.00000000;;;;;;;
37.663.076/0001-07;2024-12-31;9;142049;AES BRASIL ENERGIA S.A.;814354;Eólica Icarai Geração e Comercialização de Energia S.A.;12108854000175;;;;;;100.00000000;;;;;;;
37.663.076/0001-07;2024-12-31;9;142049;AES BRASIL ENERGIA S.A.;814355;Eólica Mar e Terra Geração e Comercialização de Energia S.A.;10288438000170;;;;;;100.00000000;;;;;;;
37.663.076/0001-07;2024-12-31;9;142049;AES BRASIL ENERGIA S.A.;814356;Guaimbê I Parque Solar S.A.;21983240000123;;;;;;76.59000000;;;;;;;
37.663.076/0001-07;2024-12-31;9;142049;AES BRASIL ENERGIA S.A.;814357;Guaimbê II Parque Solar S.A.;21904039000103;;;;;;76.59000000;;;;;;;
37.663.076/0001-07;2024-12-31;9;142049;AES BRASIL ENERGIA S.A.;814358;Guaimbê III Parque Solar S.A.;22011002000119;;;;;;76.59000000;;;;;;;
37.663.076/0001-07;2024-12-31;9;142049;AES BRASIL ENERGIA S.A.;814359;Guaimbê IV Parque Solar S.A.;21983147000119;;;;;;76.59000000;;;;;;;
37.663.076/0001-07;2024-12-31;9;142049;AES BRASIL ENERGIA S.A.;814360;Guaimbê Solar Holding S.A.;30757186000199;;;;;;76.59000000;;;;;;;
37.663.076/0001-07;2024-12-31;9;142049;AES BRASIL ENERGIA S.A.;814361;Guaimbê V Parque Solar S.A.;22010973000144;;;;;;76.59000000;;;;;;;
37.663.076/0001-07;2024-12-31;9;142049;AES BRASIL ENERGIA S.A.;814362;MS Participações Societárias S.A.;10288617000108;;;;;;100.00000000;;;;;;;
37.663.076/0001-07;2024-12-31;9;142049;AES BRASIL ENERGIA S.A.;814363;Nova Energia Holding S.A.;22853844000118;;;;;;76.59000000;;;;;;;
37.663.076/0001-07;2024-12-31;9;142049;AES BRASIL ENERGIA S.A.;814364;Potengi Holdings S.A.;42165941000125;;;;;;50.00000000;;;;;;;
37.663.076/0001-07;2024-12-31;9;142049;AES BRASIL ENERGIA S.A.;814365;Rei dos Ventos 3 Geradora de Energia S.A.;11637104000128;;;;;;76.59000000;;;;;;;
37.663.076/0001-07;2024-12-31;9;142049;AES BRASIL ENERGIA S.A.;814366;Santos Energia Participações S.A.;08685391000137;;;;;;100.00000000;;;;;;;
37.663.076/0001-07;2024-12-31;9;142049;AES BRASIL ENERGIA S.A.;814367;Serra Verde I Energética S.A.;19969679000150;;;;;;100.00000000;;;;;;;
37.663.076/0001-07;2024-12-31;9;142049;AES BRASIL ENERGIA S.A.;814368;Serra Verde II Energética S.A.;20081302000149;;;;;;100.00000000;;;;;;;
37.663.076/0001-07;2024-12-31;9;142049;AES BRASIL ENERGIA S.A.;814369;Serra Verde III Energética S.A.;19968781000130;;;;;;100.00000000;;;;;;;
37.663.076/0001-07;2024-12-31;9;142049;AES BRASIL ENERGIA S.A.;814370;Serra Verde IV Energética S.A.;19821657000148;;;;;;100.00000000;;;;;;;
37.663.076/0001-07;2024-12-31;9;142049;AES BRASIL ENERGIA S.A.;814371;Serra Verde V Energética S.A.;19917149000168;;;;;;100.00000000;;;;;;;
37.663.076/0001-07;2024-12-31;9;142049;AES BRASIL ENERGIA S.A.;814372;Serra Verde VI Energética S.A.;38352276000101;;;;;;100.00000000;;;;;;;
37.663.076/0001-07;2024-12-31;9;142049;AES BRASIL ENERGIA S.A.;814373;Serra Verde VII Energética S.A.;38482290000120;;;;;;100.00000000;;;;;;;
37.663.076/0001-07;2024-12-31;9;142049;AES BRASIL ENERGIA S.A.;814374;Tucano F1 Geração de Energias Ltda.;35636816000190;;;;;;100.00000000;;;;;;;
37.663.076/0001-07;2024-12-31;9;142049;AES BRASIL ENERGIA S.A.;814375;Tucano F2 Geração de Energias Ltda.;35806317000102;;;;;;100.00000000;;;;;;;
37.663.076/0001-07;2024-12-31;9;142049;AES BRASIL ENERGIA S.A.;814376;Tucano F3 Geração de Energias Ltda.;35836427000109;;;;;;100.00000000;;;;;;;
37.663.076/0001-07;2024-12-31;9;142049;AES BRASIL ENERGIA S.A.;814377;Tucano F4 Geração de Energias Ltda.;35836426000164;;;;;;100.00000000;;;;;;;
37.663.076/0001-07;2024-12-31;9;142049;AES BRASIL ENERGIA S.A.;814378;Tucano F5 Geração de Energias Ltda.;35805346000141;;;;;;100.00000000;;;;;;;
37.663.076/0001-07;2024-12-31;9;142049;AES BRASIL ENERGIA S.A.;814379;Veleiros Holdings S.A.;41825390000116;;;;;;50.50000000;;;;;;;
37.663.076/0001-07;2024-12-31;9;142049;AES BRASIL ENERGIA S.A.;814380;Ventos de Santa Tereza 01 Energias Renováveis S.A.;36952007000150;;;;;;50.00000000;;;;;;;
37.663.076/0001-07;2024-12-31;9;142049;AES BRASIL ENERGIA S.A.;814381;Ventos de Santa Tereza 02 Energias Renováveis S.A.;36952033000189;;;;;;100.00000000;;;;;;;
37.663.076/0001-07;2024-12-31;9;142049;AES BRASIL ENERGIA S.A.;814382;Ventos de Santa Tereza 03 Energias Renováveis S.A.;36951946000180;;;;;;100.00000000;;;;;;;
37.663.076/0001-07;2024-12-31;9;142049;AES BRASIL ENERGIA S.A.;814383;Ventos de Santa Tereza 04 Energias Renováveis S.A.;37002801000104;;;;;;50.00000000;;;;;;;
37.663.076/0001-07;2024-12-31;9;142049;AES BRASIL ENERGIA S.A.;814384;Ventos de Santa Tereza 05 Energias Renováveis S.A.;36951974000106;;;;;;100.00000000;;;;;;;
37.663.076/0001-07;2024-12-31;9;142049;AES BRASIL ENERGIA S.A.;814385;Ventos de Santa Tereza 06 Energias Renováveis S.A.;36951989000166;;;;;;100.00000000;;;;;;;
37.663.076/0001-07;2024-12-31;9;142049;AES BRASIL ENERGIA S.A.;814386;Ventos de Santa Tereza 07 Energias Renováveis S.A.;37020274000152;;;;;;100.00000000;;;;;;;
37.663.076/0001-07;2024-12-31;9;142049;AES BRASIL ENERGIA S.A.;814387;Ventos de Santa Tereza 08 Energias Renováveis S.A.;36957817000108;;;;;;100.00000000;;;;;;;
37.663.076/0001-07;2024-12-31;9;142049;AES BRASIL ENERGIA S.A.;814388;Ventos de Santa Tereza 09 Energias Renováveis S.A.;36952001000183;;;;;;100.00000000;;;;;;;
37.663.076/0001-07;2024-12-31;9;142049;AES BRASIL ENERGIA S.A.;814389;Ventos de Santa Tereza 10 Energias Renováveis S.A.;36957768000103;;;;;;50.00000000;;;;;;;
37.663.076/0001-07;2024-12-31;9;142049;AES BRASIL ENERGIA S.A.;814390;Ventos de Santa Tereza 11 Energias Renováveis S.A.;36957786000187;;;;;;100.00000000;;;;;;;
37.663.076/0001-07;2024-12-31;9;142049;AES BRASIL ENERGIA S.A.;814391;Ventos de Santa Tereza 12 Energias Renováveis S.A.;37020270000174;;;;;;100.00000000;;;;;;;
37.663.076/0001-07;2024-12-31;9;142049;AES BRASIL ENERGIA S.A.;814392;Ventos de Santa Tereza 13 Energias Renováveis S.A.;36957780000100;;;;;;100.00000000;;;;;;;
37.663.076/0001-07;2024-12-31;9;142049;AES BRASIL ENERGIA S.A.;814393;Ventos de Santa Tereza 14 Energias Renováveis S.A.;36957804000120;;;;;;100.00000000;;;;;;;
37.663.076/0001-07;2024-12-31;9;142049;AES BRASIL ENERGIA S.A.;814394;Ventos de Santa Tereza Energias Renováveis S.A.;13346148000124;;;;;;100.00000000;;;;;;;
37.663.076/0001-07;2024-12-31;9;142049;AES BRASIL ENERGIA S.A.;814395;Ventos de São Ricardo 01 Energias Renováveis S.A.;37053489000170;;;;;;100.00000000;;;;;;;
37.663.076/0001-07;2024-12-31;9;142049;AES BRASIL ENERGIA S.A.;814396;Ventos de São Ricardo 02 Energias Renováveis S.A.;37002800000151;;;;;;100.00000000;;;;;;;
37.663.076/0001-07;2024-12-31;9;142049;AES BRASIL ENERGIA S.A.;814397;Ventos de São Ricardo 03 Energias Renováveis S.A.;36957823000157;;;;;;50.50000000;;;;;;;
37.663.076/0001-07;2024-12-31;9;142049;AES BRASIL ENERGIA S.A.;814398;Ventos de São Ricardo 04 Energias Renováveis S.A..;37002822000111;;;;;;50.50000000;;;;;;;
37.663.076/0001-07;2024-12-31;9;142049;AES BRASIL ENERGIA S.A.;814399;Ventos de São Ricardo 05 Energias Renováveis S.A.;37002817000109;;;;;;100.00000000;;;;;;;
37.663.076/0001-07;2024-12-31;9;142049;AES BRASIL ENERGIA S.A.;814400;Ventos de São Ricardo 06 Energias Renováveis S.A.;37002814000175;;;;;;100.00000000;;;;;;;
37.663.076/0001-07;2024-12-31;9;142049;AES BRASIL ENERGIA S.A.;814401;Ventos de São Ricardo 07 Energias Renováveis S.A.;37002811000131;;;;;;100.00000000;;;;;;;
37.663.076/0001-07;2024-12-31;9;142049;AES BRASIL ENERGIA S.A.;814402;Ventos de São Ricardo 08 Energias Renováveis S.A.;37002806000129;;;;;;100.00000000;;;;;;;
37.663.076/0001-07;2024-12-31;9;142049;AES BRASIL ENERGIA S.A.;814403;Ventos de São Ricardo 09 Energias Renováveis S.A.;37002802000140;;;;;;100.00000000;;;;;;;
37.663.076/0001-07;2024-12-31;9;142049;AES BRASIL ENERGIA S.A.;814404;Ventos de São Ricardo 10 Energias Renováveis S.A.;36957856000105;;;;;;100.00000000;;;;;;;
37.663.076/0001-07;2024-12-31;9;142049;AES BRASIL ENERGIA S.A.;814405;Ventos de São Ricardo 11 Energias Renováveis S.A.;36957862000154;;;;;;50.00000000;;;;;;;
37.663.076/0001-07;2024-12-31;9;142049;AES BRASIL ENERGIA S.A.;814406;Ventos de São Ricardo 12 Energias Renováveis S.A.;36957845000117;;;;;;100.00000000;;;;;;;
37.663.076/0001-07;2024-12-31;9;142049;AES BRASIL ENERGIA S.A.;814407;Ventos de São Ricardo 13 Energias Renováveis S.A.;36957839000160;;;;;;100.00000000;;;;;;;
37.663.076/0001-07;2024-12-31;9;142049;AES BRASIL ENERGIA S.A.;814408;Ventos de São Ricardo Energias Renováveis S.A.;34023961000133;;;;;;100.00000000;;;;;;;
37.663.076/0001-07;2024-12-31;9;142049;AES BRASIL ENERGIA S.A.;814409;Ventus Holding de Energia Eólica Ltda.;06864892000155;;;;;;76.59000000;;;;;;;
37.663.076/0001-07;2024-12-31;9;142049;AES BRASIL ENERGIA S.A.;814410;AES ARINOS SOLAR HOLDING S.A;35714180000158;;;;;;100.00000000;;;;;;;
37.663.076/0001-07;2024-12-31;9;142049;AES BRASIL ENERGIA S.A.;814411;AES ARINOS SOLAR I S.A;45240337000104;;;;;;100.00000000;;;;;;;
37.663.076/0001-07;2024-12-31;9;142049;AES BRASIL ENERGIA S.A.;814412;AES ARINOS SOLAR II S.A;45239869000121;;;;;;100.00000000;;;;;;;
37.663.076/0001-07;2024-12-31;9;142049;AES BRASIL ENERGIA S.A.;814413;AES ARINOS SOLAR III S.A;45239990000153;;;;;;100.00000000;;;;;;;
37.663.076/0001-07;2024-12-31;9;142049;AES BRASIL ENERGIA S.A.;814414;AES ARINOS SOLAR IV S.A;45239879000167;;;;;;100.00000000;;;;;;;
37.663.076/0001-07;2024-12-31;9;142049;AES BRASIL ENERGIA S.A.;814415;AES ARINOS SOLAR V S.A;45222853000106;;;;;;100.00000000;;;;;;;
37.663.076/0001-07;2024-12-31;9;142049;AES BRASIL ENERGIA S.A.;814416;AES ARINOS SOLAR VI S.A;45239955000134;;;;;;100.00000000;;;;;;;
37.663.076/0001-07;2024-12-31;9;142049;AES BRASIL ENERGIA S.A.;814417;AES ARINOS SOLAR VII S.A;45240211000130;;;;;;100.00000000;;;;;;;
37.663.076/0001-07;2024-12-31;9;142049;AES BRASIL ENERGIA S.A.;814418;AES ARINOS SOLAR VIII S.A;45240187000139;;;;;;100.00000000;;;;;;;
37.663.076/0001-07;2024-12-31;9;142049;AES BRASIL ENERGIA S.A.;814419;AES CAJUÍNA AB1 HOLDINGS S.A;45024644000158;;;;;;100.00000000;;;;;;;
37.663.076/0001-07;2024-12-31;9;142049;AES BRASIL ENERGIA S.A.;814420;AES CAJUÍNA AB2 HOLDINGS S.A;45024679000197;;;;;;100.00000000;;;;;;;
37.663.076/0001-07;2024-12-31;9;142049;AES BRASIL ENERGIA S.A.;814421;AES CAJUÍNA AB3 HOLDINGS S.A;45024722000114;;;;;;100.00000000;;;;;;;
37.663.076/0001-07;2024-12-31;9;142049;AES BRASIL ENERGIA S.A.;814422;AES COMERCIALIZADORA DE ENERGIA LTDA;43412008000178;;;;;;100.00000000;;;;;;;
37.663.076/0001-07;2024-12-31;9;142049;AES BRASIL ENERGIA S.A.;814423;AES GF1 HOLDINGS S.A.;43773125000167;;;;;;100.00000000;;;;;;;
37.663.076/0001-07;2024-12-31;9;142049;AES BRASIL ENERGIA S.A.;814424;AES GF2 HOLDINGS S.A.;43810218000114;;;;;;100.00000000;;;;;;;
37.663.076/0001-07;2024-12-31;9;142049;AES BRASIL ENERGIA S.A.;814425;CORDILHEIRA DOS VENTOS CENTRAIS EÓLICAS LTDA.;46027949000186;;;;;;100.00000000;;;;;;;
37.663.076/0001-07;2024-12-31;9;142049;AES BRASIL ENERGIA S.A.;814426;REB EMPREENDIMENTOS E ADMINISTRADORA DE BENS S.A.;09092023000148;;;;;;100.00000000;;;;;;;
37.663.076/0001-07;2024-12-31;9;142049;AES BRASIL ENERGIA S.A.;814427;TUCANO F6 GERAÇÃO DE ENERGIAS SPE S.A.;36230315000172;;;;;;50.00000000;;;;;;;
