CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Quantidade_Acionistas_PF;Quantidade_Acionistas_PJ;Quantidade_Acionistas_Investidores_Institucionais;Quantidade_Acoes_Ordinarias_Circulacao;Percentual_Acoes_Ordinarias_Circulacao;Quantidade_Acoes_Preferenciais_Circulacao;Percentual_Acoes_Preferenciais_Circulacao;Quantidade_Total_Acoes_Circulacao;Percentual_Total_Acoes_Circulacao;Data_Ultima_Assembleia
02.536.066/0001-26;2024-12-31;3;140393;VITAL ENGENHARIA AMBIENTAL S.A.;0;2;0;3349180;49.768000;4297542;100.000000;7646722;69.345000;2024-04-04
02.558.157/0001-62;2024-12-31;1;138285;TELEFÔNICA BRASIL S.A;1518183;246594;3173;407257128;24.644000;0;0.000000;407257128;24.644000;2024-04-11
02.560.878/0001-07;2024-12-31;2;139936;HOSPITAL ANCHIETA S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2024-04-30
02.591.787/0001-39;2024-12-31;2;137932;CAPITALPART PARTICIPACOES S.A.;0;1;0;815;100.000000;1470;100.000000;2285;100.000000;2024-04-29
02.600.854/0001-34;2024-12-31;2;140531;TIM BRASIL SERVIÇOS E PARTICIPAÇÕES S.A.;0;2;0;0;0.000000;0;0.000000;0;0.000000;2024-03-28
02.635.522/0001-95;2024-03-31;14;139950;JALLES MACHADO S.A.;22697;135;219;96209287;31.696000;0;0.000000;96209287;31.696000;2023-07-31
02.664.042/0001-52;2024-12-31;1;137918;TERMINAL GARAGEM MENEZES CORTES S.A.;1;2;0;0;0.000000;0;0.000000;0;0.000000;2013-04-16
02.682.287/0001-02;2024-12-31;1;138181;PAN FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;0;2;0;11000;100.000000;0;0.000000;11000;100.000000;2021-04-29
02.724.983/0001-34;2024-12-31;1;138513;SANESALTO SANEAMENTO S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2023-04-28
02.762.113/0001-50;2024-12-31;1;138149;BRAZILIAN FINANCE E REAL ESTATE S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2021-04-29
02.762.121/0001-04;2024-12-31;7;141703;SANTOS BRASIL PARTICIPACOES S.A.;48406;215;580;855712622;99.021000;0;0.000000;855712622;99.021000;2024-07-19
02.762.124/0001-30;2024-12-31;1;138019;BETAPART PARTICIPACOES S.A.;4;0;0;1;0.000000;0;0.000000;1;0.000000;2014-04-28
02.783.423/0001-50;2024-12-31;1;138547;ALTERE SECURITIZADORA S.A.;2;0;0;36218984;100.000000;0;0.000000;36218984;100.000000;2020-04-30
