CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Quantidade_Acionistas_PF;Quantidade_Acionistas_PJ;Quantidade_Acionistas_Investidores_Institucionais;Quantidade_Acoes_Ordinarias_Circulacao;Percentual_Acoes_Ordinarias_Circulacao;Quantidade_Acoes_Preferenciais_Circulacao;Percentual_Acoes_Preferenciais_Circulacao;Quantidade_Total_Acoes_Circulacao;Percentual_Total_Acoes_Circulacao;Data_Ultima_Assembleia
15.440.708/0001-30;2024-12-31;1;138270;CONCESSIONÁRIA VIARIO S.A.;0;2;0;0;0.000000;0;0.000000;0;0.000000;2024-04-16
15.484.093/0001-44;2024-12-31;5;141636;ECO101 CONCESSIONÁRIA DE RODOVIAS S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2024-09-02
15.494.541/0001-90;2024-12-31;2;141620;SALUS INFRAESTRUTURA PORTUARIA SA;0;2;0;4200;1.000000;0;0.000000;4200;1.000000;2022-03-30
15.578.569/0001-06;2024-12-31;4;142153;CONC DO AEROPORTO INTERNACIONAL DE GUARULHOS S.A.;0;2;0;3033541675;100.000000;0;0.000000;3033541675;100.000000;2017-12-07
15.688.041/0001-90;2024-12-31;1;138490;MBK SECURITIZADORA SA;1;1;0;13354;100.000000;0;0.000000;13354;100.000000;2016-04-30
16.233.389/0001-55;2024-12-31;4;141891;CVLB BRASIL S.A;11;4;0;0;0.000000;0;0.000000;0;0.000000;2024-03-28
16.234.171/0001-15;2024-12-31;5;142091;METANOR SA METANOL DO NE;118;135;6;97768099;100.000000;196571002;100.000000;294339101;100.000000;2024-04-30
16.404.287/0001-55;2024-12-31;3;141333;SUZANO S.A.;85528;1040;1714;630821784;49.902000;0;0.000000;630821784;49.902000;2024-08-09
16.590.234/0001-76;2024-12-31;15;142145;AZZAS 2154 S.A.;39235;226;407;136637712;66.207000;0;0.000000;136637712;66.207000;2024-07-31
16.614.075/0001-00;2024-12-31;2;139564;DIRECIONAL ENGENHARIA S.A.;21507;240;697;109826474;63.301000;0;0.000000;109826474;63.301000;2024-05-16
16.670.085/0001-55;2024-12-31;6;141976;LOCALIZA RENT A CAR S.A.;45617;1491;361;965986531;89.227000;0;0.000000;965986531;89.227000;2024-09-19
16.676.520/0001-59;2024-12-31;5;142146;HOSPITAL MATER DEI S.A.;4421;38;207;78596925;21.975000;0;0.000000;78596925;21.975000;2024-04-30
16.811.931/0001-00;2024-12-31;6;139891;ALPHAVILLE S.A.;776;12;39;41730179;21.364000;0;0.000000;41730179;21.364000;2024-05-14
16.838.421/0001-26;2024-12-31;2;139536;XP INVESTIMENTOS S.A.;0;1;0;5040212575;100.000000;0;0.000000;5040212575;100.000000;2023-11-02
16.922.038/0001-51;2024-12-31;4;139861;ENJOEI S.A.;23094;167;167;133193864;64.967000;0;0.000000;133193864;64.967000;2024-07-15
17.155.730/0001-64;2024-12-31;3;141300;CIA ENERGETICA DE MINAS GERAIS - CEMIG;389824;4440;2541;469002659;49.028000;1858636840;97.557000;2327639499;81.335000;2024-04-29
17.159.229/0001-76;2024-12-31;1;137952;LABORATÓRIO TEUTO BRASILEIRO S.A.;6;0;0;0;0.000000;0;0.000000;0;0.000000;2023-04-30
17.161.241/0001-15;2024-12-31;3;141526;MINASMAQUINAS S.A.;983;173;0;1603;7.361000;3879;18.936000;5482;12.972000;2024-04-19
17.162.082/0001-73;2024-12-31;1;138104;MENDES JUNIOR ENGENHARIA S.A.;3531;41;21;17673;0.253000;313613;9.410000;331286;3.213000;2023-04-28
17.167.396/0001-69;2024-12-31;4;142108;ALFA HOLDINGS S.A.;11655;1819;10;2739166;5.953000;13813701;35.721000;16552867;19.547000;2024-03-28
17.184.037/0001-10;2024-12-31;6;141592;BCO MERCANTIL DO BRASIL S.A.;6131;1040;27;21690781;33.390000;26869066;69.269000;48559847;46.804000;2024-04-24
17.234.244/0001-31;2024-12-31;1;138588;FTL - FERROVIA TRANSNORDESTINA LOGÍSTICA S.A.;0;3;0;550871212;100.000000;0;0.000000;550871212;100.000000;2023-03-30
17.245.234/0001-00;2024-12-31;4;141308;CIA FIACAO TECIDOS CEDRO CACHOEIRA;2911;37;4;2221800;38.930000;3909328;91.065000;6131128;61.311000;2024-04-30
17.281.106/0001-03;2024-12-31;7;142097;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;158806;1426;321;188462398;49.562000;0;0.000000;188462398;49.562000;2024-04-26
17.314.329/0001-20;2024-12-31;5;141310;INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.;32448;115;96;281156430;98.180000;0;0.000000;281156430;98.180000;2024-04-26
17.344.597/0001-94;2024-12-31;5;142047;BB SEGURIDADE PARTICIPAÇÕES S.A.;528094;3287;1360;637332335;31.867000;0;0.000000;637332335;31.867000;2024-04-30
17.359.233/0001-88;2024-12-31;1;137822;TECIDOS E ARMARINHOS MIGUEL BARTOLOMEU S.A.;45;0;0;383000000;100.000000;0;0.000000;383000000;100.000000;2023-03-02
18.174.270/0001-84;2024-12-31;4;140341;DOTZ S.A.;2733;37;1;3997693;30.094000;0;0.000000;3997693;30.094000;2024-05-24
18.328.118/0001-09;2024-12-31;4;141803;PET CENTER COMÉRCIO E PARTICIPAÇÕES S.A.;96010;390;437;294689428;63.713000;0;0.000000;294689428;63.713000;2024-04-30
18.483.666/0001-03;2024-12-31;2;139849;HUMBERG AGRIBRASIL COMÉRCIO E EXPORTAÇÃO DE GRÃOS S.A.;7;0;0;0;0.000000;0;0.000000;0;0.000000;2023-08-15
18.494.485/0001-82;2024-12-31;3;141784;PORTO SUDESTE V.M. S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2024-04-30
18.572.225/0001-88;2024-12-31;1;138579;CONCEBRA - CONCESSIONARIA DAS RODOVIAS CENTRAIS DO BRASIL;0;1;0;380000000;100.000000;0;0.000000;380000000;100.000000;2018-09-27
18.593.815/0001-97;2024-12-31;6;141938;PRINER SERVIÇOS INDUSTRIAIS S.A.;13683;189;85;45914545;98.274000;0;0.000000;45914545;98.274000;2024-04-29
18.903.785/0001-78;2024-12-31;2;138959;HOLDING DO ARAGUAIA S.A.;0;2;0;0;0.000000;0;0.000000;0;0.000000;2024-04-16
19.014.221/0001-47;2024-12-31;1;138393;CHINA THREE GORGES BRASIL ENERGIA S.A.;0;2;0;0;0.000000;0;0.000000;0;0.000000;2024-04-30
19.208.022/0001-70;2024-12-31;1;138053;ECO050 CONCESSIONÁRIA DE RODOVIAS S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2023-11-06
19.403.252/0001-90;2024-12-31;4;142135;EMCCAMP RESIDENCIAL S.A.;7;0;0;0;0.000000;0;0.000000;0;0.000000;2021-07-31
19.521.322/0001-04;2024-12-31;2;141016;CONCESSIONÁRIA ROTA DO OESTE S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2024-08-08
19.526.748/0001-50;2024-12-31;1;138597;CIA INDUSTRIAL CATAGUASES;136;6;0;25422;17.611000;121;10.901000;25543;17.559000;2022-04-18
19.527.586/0001-75;2024-12-31;2;141900;COMPANHIA ENERGÉTICA SINOP S/A;0;3;0;0;0.000000;0;0.000000;0;0.000000;2024-04-30
19.527.639/0001-58;2024-12-31;2;141885;ENERGISA MINAS RIO - DISTRIBUIDORA DE ENERGIA S/A;0;1;0;0;0.000000;0;0.000000;0;0.000000;2024-04-25
19.642.306/0001-70;2024-12-31;2;139732;CONCESSIONÁRIA DE RODOVIA SUL-MATOGROSSENSE S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2024-04-15
19.726.048/0001-00;2024-12-31;1;137904;CONCESSIONÁRIA BR-040 S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2024-04-30
19.796.586/0001-70;2024-12-31;4;141567;BRISANET PARTICIPAÇÕES S.A.;11347;60;154;89990068;20.038000;0;0.000000;89990068;20.038000;2024-04-25
20.247.322/0001-47;2024-12-31;4;140565;ALLIED TECNOLOGIA S.A.;7220;133;36;27184640;28.971000;0;0.000000;27184640;28.971000;2024-04-30
20.258.278/0001-70;2024-12-31;2;139805;OUROFINO S.A.;4087;71;27;23165733;42.940000;0;0.000000;23165733;42.940000;2024-04-29
20.512.706/0001-40;2024-12-31;10;142123;VITRU BRASIL EMPREENDIMENTOS, PARTICIPAÇÕES E COMÉRCIO S.A.;0;1;0;128744268;95.954000;0;0.000000;128744268;95.954000;2024-04-19
20.514.555/0001-69;2024-12-31;3;142060;ARGO VI TRANSMISSÃO DE ENERGIA S.A.;0;2;0;0;0.000000;0;0.000000;0;0.000000;2022-11-07
20.514.590/0001-88;2024-12-31;3;142059;ARGO V TRANSMISSÃO DE ENERGIA S.A.;0;2;0;0;0.000000;0;0.000000;0;0.000000;2022-11-07
21.110.778/0001-23;2024-12-31;1;138521;OLIVEIRA TRUST S.A.;13;1;0;3524496;2.046000;7048992;4.174000;10573488;3.099000;2023-10-30
21.240.146/0001-84;2024-12-31;8;142053;AGROGALAXY PARTICIPAÇÕES S.A. - EM RECUPERAÇÃO JUDICIAL;6818;0;72;81296335;31.938000;0;0.000000;81296335;31.938000;2024-07-02
21.254.073/0001-80;2024-12-31;2;141367;COMPANHIA ITAUNENSE ENERGIA E PARTICIPAÇÕES;400;5;0;4117938;54.256000;0;0.000000;4117938;54.256000;2023-01-23
21.314.559/0001-66;2024-12-31;8;141731;MOVIDA PARTICIPACOES SA;70814;764;919;121834637;33.628000;0;0.000000;121834637;33.628000;2024-04-29
21.389.501/0001-81;2024-12-31;3;141710;COMPASS GÁS E ENERGIA S.A.;1;1;20;0;0.000000;85702405;100.000000;85702405;12.000000;2024-04-26
21.414.457/0001-12;2024-12-31;1;138199;LEADS CIA. SECURITIZADORA;0;1;0;0;0.000000;0;0.000000;0;0.000000;2021-10-20
21.728.083/0001-00;2024-12-31;4;142061;ARGO VII TRANSMISSÃO DE ENERGIA S.A.;0;2;0;0;0.000000;0;0.000000;0;0.000000;2022-04-28
21.948.105/0001-47;2024-12-31;1;138601;BTGI QUARTZO PARTICIPAÇÕES S/A;0;1;1;0;0.000000;0;0.000000;0;0.000000;2018-06-01
21.976.510/0001-79;2024-12-31;1;138662;BTGI SAFIRA PARTICIPAÇÕES S/A;0;1;1;0;0.000000;0;0.000000;0;0.000000;2018-06-01
22.163.297/0001-49;2024-12-31;1;138051;CONCESSIONÁRIA PONTE RIO-NITERÓI S.A. - ECOPONTE;0;1;0;0;0.000000;0;0.000000;0;0.000000;2024-04-16
22.261.473/0001-85;2024-12-31;5;141411;COMPANHIA DE GÁS DE MINAS GERAIS - GASMIG;0;2;0;1319959;0.860000;0;0.000000;1319959;0.430000;2023-12-26
22.266.175/0001-88;2024-12-31;3;141917;FERTILIZANTES HERINGER S.A.;8603;32;10;5397996;10.023000;0;0.000000;5397996;10.023000;2024-04-29
22.543.331/0001-00;2024-12-31;3;142144;CAIXA SEGURIDADE PARTICIPAÇÕES S.A.;282438;1114;751;517500000;17.250000;0;0.000000;517500000;17.250000;2024-04-25
23.041.875/0001-37;2024-12-31;3;142005;ALMACENES ÉXITO S.A.;58;5;4;170746718;12.698000;0;0.000000;170746718;12.698000;2024-02-21
23.096.269/0001-19;2024-12-31;1;138394;RIO PARANA ENERGIA S.A.;0;2;0;2338108737;33.333000;0;0.000000;2338108737;33.333000;2024-04-30
23.236.821/0001-27;2024-12-31;2;141498;PATRIMAR ENGENHARIA S.A.;4;1;0;0;0.000000;0;0.000000;0;0.000000;2023-04-28
23.373.000/0001-32;2024-12-31;6;141467;VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.;46722;344;784;485166826;43.933000;0;0.000000;485166826;43.933000;2024-04-25
23.438.929/0001-00;2024-12-31;4;139522;TRIPLE PLAY BRASIL PARTICIPAÇÕES S.A.;11;0;1;0;0.000000;0;0.000000;0;0.000000;2024-04-30
24.230.275/0001-80;2024-12-31;4;141595;PLANO & PLANO DESENVOLVIMENTO IMOBILIÁRIO S.A.;10364;78;228;54539741;26.748000;0;0.000000;54539741;26.748000;2024-09-04
24.396.489/0001-20;2024-12-31;4;141480;BRK AMBIENTAL PARTICIPAÇÕES S.A.;0;0;2;0;0.000000;0;0.000000;0;0.000000;2024-04-22
24.624.490/0001-65;2024-12-31;3;142055;ARGO TRANSMISSÃO DE ENERGIA S/A;0;1;0;500000000;100.000000;0;0.000000;500000000;100.000000;2018-03-01
24.921.465/0001-43;2024-12-31;2;138339;BLUEFIT ACADEMIAS DE GINÁSTICA E PARTICIPAÇÕES S.A.;1;2;4;134775745;100.000000;0;0.000000;134775745;100.000000;2023-10-31
24.962.466/0001-36;2024-12-31;2;139365;RUMO MALHA NORTE S.A.;0;0;5;705365;0.064000;5008442;6.129000;5713807;0.480000;2023-04-26
24.990.777/0001-09;2024-12-31;3;141096;GRUPO MATEUS S.A.;42911;275;282;462506420;20.934000;0;0.000000;462506420;20.934000;2024-04-20
25.249.439/0001-83;2024-12-31;1;138605;HOSPITAL CARE CALEDONIA S.A.;327;19;3;0;0.000000;0;0.000000;0;0.000000;2023-09-20
25.369.840/0001-57;2024-12-31;4;141606;COMERC ENERGIA S.A.;78;6;0;0;0.000000;0;0.000000;0;0.000000;2023-04-16
26.072.786/0001-46;2024-12-31;2;141423;QESTRA TECNOLOGIA ADMINISTRAÇÃO E PARTICIPAÇÕES S.A.;55;14;1;304187000;100.000000;0;0.000000;304187000;100.000000;2024-08-19
26.345.998/0001-50;2024-12-31;4;141706;TC S.A.;5836;65;28;10275948;25.676000;0;0.000000;10275948;25.676000;2024-09-11
26.462.693/0001-28;2024-12-31;1;138281;LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.;28153;213;256;73950129;37.061000;0;0.000000;73950129;37.061000;2024-04-22
26.609.050/0001-64;2024-12-31;1;137852;TRAVESSIA SECURITIZADORA S.A.;1;1;0;0;0.000000;0;0.000000;0;0.000000;2019-04-29
26.659.061/0001-59;2024-12-31;6;142157;MPM CORPÓREOS S.A.;17646;0;180;188539338;52.166000;0;0.000000;188539338;52.166000;2024-04-30
26.664.057/0001-89;2024-12-31;1;138743;ENTREVIAS CONCESSIONÁRIA DE RODOVIAS S.A.;0;1;0;580628065;100.000000;0;0.000000;580628065;100.000000;2018-03-08
26.845.702/0001-60;2024-12-31;4;141925;EQUATORIAL TRANSMISSORA 7 SPE S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2024-04-26
26.982.634/0001-80;2024-12-31;1;139080;TURBI COMPARTILHAMENTO DE VEÍCULOS S.A.;16;6;1;2823;22.541000;2845;44.122000;5668;29.876000;2022-12-29
27.093.558/0001-15;2024-12-31;7;142012;MILLS LOCAÇÃO, SERVIÇOS E LOGÍSTICA S.A.;14980;338;57;174939567;73.146000;0;0.000000;174939567;73.146000;2024-09-25
27.137.879/0001-74;2024-12-31;5;139620;CIA SEC DE CRÉDITOS FINANCEIROS CARTÕES CONSIGNADOS I;2;1;0;0;0.000000;0;0.000000;0;0.000000;2017-02-03
27.157.474/0001-06;2024-12-31;3;141599;ÁGUAS DE TERESINA SANEAMENTO SPE S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2024-04-19
27.743.642/0001-37;2024-12-31;3;141818;CONSTRUTORA METROCASA S.A.;0;2;0;0;0.000000;0;0.000000;0;0.000000;2020-05-25
27.967.244/0001-02;2024-12-31;4;141926;EQUATORIAL TRANSMISSORA 8 SPE S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2024-04-25
28.019.100/0001-89;2024-12-31;2;139439;VIAPAULISTA S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2019-05-17
28.127.603/0001-78;2024-12-31;4;140465;BANESTES S.A. - BCO EST ESPIRITO SANTO;45531;64;13;11997071;5.193000;2514360;2.961000;14511431;4.593000;2024-04-26
28.152.650/0001-71;2024-12-31;2;140673;EDP ESPIRITO SANTO DISTRIBUIÇÃO DE ENERGIA S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2024-04-30
28.195.667/0001-06;2024-12-31;6;141948;BCO ABC BRASIL S.A.;58724;579;289;0;0.000000;74059905;60.857000;74059905;30.271000;2024-04-26
28.201.130/0001-01;2024-12-31;1;138221;ENERGISA TRANSMISSÃO DE ENERGIA S/A;0;2;0;0;0.000000;0;0.000000;0;0.000000;2024-04-27
28.594.234/0001-23;2024-12-31;7;141751;AUREN ENERGIA S.A.;172809;1221;531;291727616;29.173000;0;0.000000;291727616;29.173000;2024-04-30
28.925.264/0001-75;2024-12-31;2;142075;COMPANHIA ENERGÉTICA JAGUARA;0;2;0;0;0.000000;0;0.000000;0;0.000000;2024-04-30
28.942.127/0001-49;2024-12-31;1;138031;COMPANHIA ENERGÉTICA MIRANDA;0;2;0;0;0.000000;0;0.000000;0;0.000000;2024-04-30
29.780.061/0001-09;2024-12-31;2;141540;SAO CARLOS EMPREEND E PARTICIPACOES S.A.;3541;203;203;24510971;42.453000;0;0.000000;24510971;42.453000;2024-04-26
29.884.545/0001-90;2024-12-31;3;139870;ECORIOMINAS CONCESSIONÁRIA DE RODOVIAS S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2024-04-16
29.950.060/0001-57;2024-12-31;2;139810;NORTEC QUÍMICA S.A.;3;1;1;11758622;100.000000;118773;100.000000;11877395;100.000000;2024-04-30
29.980.141/0001-08;2024-12-31;2;139425;OCEÂNICA ENGENHARIA E CONSULTORIA S.A.;1;1;0;0;0.000000;0;0.000000;0;0.000000;2024-04-25
30.213.493/0001-09;2024-12-31;3;142154;TEGRA INCORPORADORA S.A.;0;1;1;0;0.000000;0;0.000000;0;0.000000;2024-03-18
30.306.294/0001-45;2024-12-31;4;141596;BCO BTG PACTUAL S.A.;78204;2024;985;859097730;11.859000;2152429294;50.503000;3011527024;26.173000;2024-04-30
30.540.991/0001-66;2024-12-31;1;136172;HAGA S.A. INDUSTRIA E COMERCIO;5310;35;0;1081937;27.276000;7931997;99.983000;9013934;75.747000;2023-04-28
31.001.230/0001-07;2024-12-31;2;141585;CELEO REDES TRANSMISSÃO DE ENERGIA S.A.;0;1;0;85600000;100.000000;0;0.000000;85600000;100.000000;2023-10-10
31.553.627/0001-01;2024-12-31;3;141862;MOBLY S.A.;4765;86;13;44478912;41.768000;0;0.000000;44478912;41.768000;2024-09-20
31.748.174/0001-60;2024-12-31;2;141849;VERO S.A.;24;4;3;0;0.000000;0;0.000000;0;0.000000;2024-04-01
32.021.201/0001-61;2024-12-31;1;138807;ORIGEM ENERGIA S.A.;3;0;2;0;0.000000;0;0.000000;0;0.000000;2024-04-30
32.161.500/0001-00;2024-12-31;2;139879;CONCESSIONÁRIA DAS RODOVIAS INTEGRADAS DO SUL S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2024-04-15
32.431.519/0001-10;2024-12-31;2;139496;HÉLIO VALGAS SOLAR PARTICIPAÇÕES S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2023-08-28
32.681.371/0001-72;2024-12-31;3;141755;VIX LOGÍSTICA S.A.;1;1;0;0;0.000000;0;0.000000;0;0.000000;2024-04-30
32.785.497/0001-97;2024-12-31;8;142139;NATURA &CO HOLDING S.A.;53751;1064;247;850930197;61.357000;0;0.000000;850930197;61.357000;2024-04-26
33.000.167/0001-01;2024-12-31;12;142082;PETROLEO BRASILEIRO S.A. PETROBRAS;905484;5344;2372;3514947134;47.228000;4431132660;79.099000;7946079794;60.915000;2024-04-25
33.040.601/0001-87;2024-12-31;3;141841;MERCANTIL FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTI;510;54;3;450065;4.421000;1473235;18.814000;1923300;10.679000;2024-04-25
33.041.260/0652-90;2024-12-31;6;141702;GRUPO CASAS BAHIA S.A.;316344;1079;395;94965690;99.875000;0;0.000000;94965690;99.875000;2024-04-30
33.042.730/0001-04;2024-12-31;3;141349;CIA SIDERURGICA NACIONAL;89104;1983;1922;719490672;54.256000;0;0.000000;719490672;54.256000;2024-04-26
33.050.071/0001-58;2024-12-31;4;142029;AMPLA ENERGIA E SERVICOS S.A.;1030;37;3;486175;0.191000;0;0.000000;486175;0.191000;2024-04-26
33.050.196/0001-88;2024-12-31;3;141684;CIA PAULISTA DE FORCA E LUZ;0;1;0;0;0.000000;0;0.000000;0;0.000000;2024-04-25
33.102.476/0001-92;2024-12-31;2;140723;MONTEIRO ARANHA S.A.;263;8;13;563641;4.601000;0;0.000000;563641;4.601000;2024-05-31
33.113.309/0001-47;2024-12-31;5;141753;VALID SOLUÇÕES S.A.;18618;187;200;77695217;94.940000;0;0.000000;77695217;94.940000;2024-06-30
33.130.691/0001-05;2024-12-31;5;141648;WILSON SONS S.A.;962;12;87;185443254;42.109000;0;0.000000;185443254;42.109000;2022-05-16
33.200.049/0001-47;2024-12-31;3;141565;HOTEIS OTHON S.A. - EM RECUPERAÇÃO JUDICIAL;1987;40;10;193004;1.842000;2369881;30.019000;2562885;13.950000;2023-04-28
33.228.024/0001-51;2024-12-31;3;141608;WLM PART. E COMÉRCIO DE MÁQUINAS E VEÍCULOS S.A.;4336;25;19;810490;4.891000;4690765;23.639000;5501255;15.107000;2024-04-29
33.256.439/0001-39;2024-12-31;2;141230;ULTRAPAR PARTICIPACOES S.A.;29618;719;1599;1090134379;97.731000;0;0.000000;1090134379;97.731000;2024-08-07
33.352.394/0001-04;2024-12-31;3;141295;CIA ESTADUAL DE ÁGUAS E ESGOTOS - CEDAE;666;7;0;2450;0.000000;0;0.000000;2450;0.000000;2020-12-31
33.376.989/0001-91;2024-12-31;10;141942;IRB - BRASIL RESSEGUROS S.A.;185427;849;336;81838243;99.484000;0;0.000000;81838243;99.484000;2024-04-30
33.386.210/0001-19;2024-12-31;1;138487;SONDOTECNICA ENGENHARIA SOLOS S.A.;849;8;13;20565;2.402000;299542;18.699000;320107;13.024000;2024-04-30
33.412.081/0001-96;2024-12-31;1;139670;REFINARIA DE PETROLEOS MANGUINHOS S.A.;5372;31;0;21840391;32.265000;0;0.000000;21840391;32.265000;2024-07-15
33.453.598/0001-23;2024-03-31;21;141260;RAÍZEN S.A.;120450;655;364;0;0.000000;1192947233;87.785000;1192947233;11.523000;2023-07-26
33.467.572/0001-34;2024-12-31;1;138305;TEKNO S.A. - INDUSTRIA E COMERCIO;511;13;9;379215;23.894000;553709;40.693000;932924;31.648000;2024-04-25
33.541.368/0001-16;2024-12-31;4;141872;CIA HIDRO ELÉTRICA DO SÃO FRANCISCO;0;1;0;0;0.000000;0;0.000000;0;0.000000;2023-01-04
33.572.408/0001-97;2024-12-31;3;139642;RUMO MALHA CENTRAL S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2021-11-11
33.592.510/0001-54;2024-12-31;8;142079;VALE S.A.;839548;16296;1751;4270903023;94.093000;12;100.000000;4270903035;94.093000;2024-06-30
33.611.500/0001-19;2024-12-31;4;142120;GERDAU S.A.;270656;3585;1350;17679115;2.453000;1242683687;89.540000;1260362802;59.776000;2024-04-16
33.839.910/0001-11;2024-12-31;5;142050;VIVARA PARTICIPAÇÕES S.A.;46993;545;884;125446075;53.111000;0;0.000000;125446075;53.111000;2024-09-02
33.938.119/0001-69;2024-12-31;2;141267;CIA DISTRIB DE GAS DO RIO DE JANEIRO-CEG;142;11;6;417891;0.161000;0;0.000000;417891;0.161000;2024-04-29
33.958.695/0001-78;2024-12-31;4;141660;UNIPAR CARBOCLORO S.A.;105516;528;365;10328833;25.861000;52603104;70.775000;62931937;55.076000;2024-04-18
34.169.557/0001-72;2024-12-31;1;138626;BCO MERCANTIL DE INVESTIMENTOS S.A.;2723;402;1;73082;1.776000;287211;40.444000;360293;7.467000;2023-12-11
34.274.233/0001-02;2024-12-31;7;141509;VIBRA ENERGIA S/A;85864;583;912;1023392529;91.456000;0;0.000000;1023392529;91.456000;2024-04-18
35.522.178/0001-87;2024-12-31;1;138338;CIA SECURITIZADORA DE CRED. FIN. CARTÕES CONSIGNADOS II;0;2;0;0;0.000000;0;0.000000;0;0.000000;2021-09-16
35.593.905/0001-05;2024-12-31;1;138055;CONCESSIONÁRIA ECOVIAS DO CERRADO S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2024-04-16
35.727.157/0001-06;2024-12-31;2;139116;EZ INC INCORPORAÇÕES COMERCIAIS S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2024-04-25
35.764.708/0001-01;2024-12-31;3;139830;BRASIL TECNOLOGIA E PARTICIPAÇÕES S.A.;0;2;0;0;0.000000;0;0.000000;0;0.000000;2024-03-15
35.791.391/0001-94;2024-12-31;2;138913;QUALITY SOFTWARE S.A.;7;1;1;0;0.000000;0;0.000000;0;0.000000;2024-04-30
35.822.503/0001-27;2024-12-31;2;139481;INSPIRALI EDUCAÇÃO S.A.;0;1;1;0;0.000000;0;0.000000;0;0.000000;2024-03-31
35.980.592/0001-30;2024-12-31;1;138813;ELEA DIGITAL INFRAESTRUTURA E REDES DE TELECOMUNICAÇÕES S.A.;0;1;0;74720161;100.000000;0;0.000000;74720161;100.000000;2022-01-19
36.146.575/0001-64;2024-12-31;2;141988;EIXO SP CONCESSIONÁRIA DE RODOVIAS S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2021-04-30
36.542.025/0001-64;2024-12-31;3;139728;BRQ SOLUCOES EM INFORMATICA S.A.;13;1;0;0;0.000000;0;0.000000;0;0.000000;2024-04-19
36.763.716/0001-98;2024-12-31;2;139883;CONCESSIONÁRIA CATARINENSE DE RODOVIAS S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2024-04-15
37.663.076/0001-07;2024-12-31;9;142049;AES BRASIL ENERGIA S.A.;193493;686;323;317284146;52.526000;0;0.000000;317284146;52.526000;2024-08-26
37.702.340/0001-74;2024-12-31;1;138788;MONTE RODOVIAS S.A.;0;2;0;0;0.000000;0;0.000000;0;0.000000;2021-07-09
38.042.694/0001-00;2024-12-31;1;137855;TRAVESSIA SECURITIZADORA DE CRÉDITOS FINANCEIROS S.A.;1;1;0;500;100.000000;0;0.000000;500;100.000000;2020-07-03
38.199.406/0001-18;2024-12-31;4;141736;RIO ALTO ENERGIAS RENOVÁVEIS S.A.;2;0;0;0;0.000000;0;0.000000;0;0.000000;2023-12-14
38.286.323/0001-66;2024-12-31;3;141888;ASSURUÁ 4 E 5 HOLDING ENERGIA S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2024-06-20
38.307.135/0001-77;2024-12-31;3;140951;G2D INVESTMENTS, LTD.;7412;60;15;41175709;35.787000;0;0.000000;41175709;35.787000;2024-05-17
38.456.921/0001-36;2024-12-31;3;139851;INFRACOMMERCE CXAAS S.A.;20422;87;136;524213012;82.232000;0;0.000000;524213012;82.232000;2024-04-30
38.482.780/0001-26;2024-12-31;4;142112;ANEMUS WIND HOLDING S.A.;0;3;0;0;0.000000;0;0.000000;0;0.000000;2023-07-13
39.115.514/0001-28;2024-12-31;2;141357;RUMO MALHA OESTE S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2019-04-30
39.346.861/0350-38;2024-12-31;2;139295;CENCOSUD BRASIL COMERCIAL S.A.;0;2;0;0;0.000000;0;0.000000;0;0.000000;2024-04-30
39.580.673/0001-01;2024-12-31;1;138717;BRK AMBIENTAL - REGIÃO METROPOLITANA DE MACEIÓ S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2024-04-16
39.881.421/0001-04;2024-12-31;1;139337;COMPANHIA ESTADUAL DE GERAÇÃO DE ENERGIA ELÉTRICA - CEEE-G;0;1;1;9449127;100.000000;89064;100.000000;9538191;100.000000;2024-04-30
40.159.947/0001-64;2024-12-31;5;142090;HMOBI PARTICIPAÇÕES S.A.;0;1;3;889109056;48.476000;0;0.000000;889109056;48.476000;2024-04-25
