CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Local;Quantidade_Feminino;Quantidade_Masculino;Quantidade_Nao_Binario;Quantidade_Outros;Quantidade_Sem_Resposta
29.950.060/0001-57;2024-12-31;2;139810;NORTEC QUÍMICA S.A.;Sul;0;0;0;0;0
29.980.141/0001-08;2024-12-31;2;139425;OCEÂNICA ENGENHARIA E CONSULTORIA S.A.;Centro-Oeste;0;2;0;0;0
29.980.141/0001-08;2024-12-31;2;139425;OCEÂNICA ENGENHARIA E CONSULTORIA S.A.;Exterior;0;0;0;0;0
29.980.141/0001-08;2024-12-31;2;139425;OCEÂNICA ENGENHARIA E CONSULTORIA S.A.;Nordeste;1;62;0;0;0
29.980.141/0001-08;2024-12-31;2;139425;OCEÂNICA ENGENHARIA E CONSULTORIA S.A.;Norte;0;23;0;0;0
29.980.141/0001-08;2024-12-31;2;139425;OCEÂNICA ENGENHARIA E CONSULTORIA S.A.;Sudeste;176;1837;0;0;0
29.980.141/0001-08;2024-12-31;2;139425;OCEÂNICA ENGENHARIA E CONSULTORIA S.A.;Sul;0;21;0;0;0
30.213.493/0001-09;2024-12-31;3;142154;TEGRA INCORPORADORA S.A.;Centro-Oeste;2;51;0;0;0
30.213.493/0001-09;2024-12-31;3;142154;TEGRA INCORPORADORA S.A.;Exterior;0;0;0;0;0
30.213.493/0001-09;2024-12-31;3;142154;TEGRA INCORPORADORA S.A.;Nordeste;0;0;0;0;0
30.213.493/0001-09;2024-12-31;3;142154;TEGRA INCORPORADORA S.A.;Norte;0;0;0;0;0
30.213.493/0001-09;2024-12-31;3;142154;TEGRA INCORPORADORA S.A.;Sudeste;302;725;0;0;0
30.213.493/0001-09;2024-12-31;3;142154;TEGRA INCORPORADORA S.A.;Sul;0;0;0;0;0
30.306.294/0001-45;2024-12-31;4;141596;BCO BTG PACTUAL S.A.;Centro-Oeste;34;42;0;0;0
30.306.294/0001-45;2024-12-31;4;141596;BCO BTG PACTUAL S.A.;Exterior;350;669;0;0;0
30.306.294/0001-45;2024-12-31;4;141596;BCO BTG PACTUAL S.A.;Nordeste;23;23;0;0;0
30.306.294/0001-45;2024-12-31;4;141596;BCO BTG PACTUAL S.A.;Norte;0;0;0;0;0
30.306.294/0001-45;2024-12-31;4;141596;BCO BTG PACTUAL S.A.;Sudeste;1597;3750;0;0;0
30.306.294/0001-45;2024-12-31;4;141596;BCO BTG PACTUAL S.A.;Sul;42;45;0;0;0
30.540.991/0001-66;2024-12-31;1;136172;HAGA S.A. INDUSTRIA E COMERCIO;Centro-Oeste;0;0;0;0;0
30.540.991/0001-66;2024-12-31;1;136172;HAGA S.A. INDUSTRIA E COMERCIO;Exterior;0;0;0;0;0
30.540.991/0001-66;2024-12-31;1;136172;HAGA S.A. INDUSTRIA E COMERCIO;Nordeste;0;0;0;0;0
30.540.991/0001-66;2024-12-31;1;136172;HAGA S.A. INDUSTRIA E COMERCIO;Norte;0;0;0;0;0
30.540.991/0001-66;2024-12-31;1;136172;HAGA S.A. INDUSTRIA E COMERCIO;Sudeste;56;100;0;0;0
30.540.991/0001-66;2024-12-31;1;136172;HAGA S.A. INDUSTRIA E COMERCIO;Sul;0;0;0;0;0
31.553.627/0001-01;2024-12-31;3;141862;MOBLY S.A.;Centro-Oeste;3;7;0;0;0
31.553.627/0001-01;2024-12-31;3;141862;MOBLY S.A.;Exterior;0;5;0;0;0
31.553.627/0001-01;2024-12-31;3;141862;MOBLY S.A.;Nordeste;1;12;0;0;0
31.553.627/0001-01;2024-12-31;3;141862;MOBLY S.A.;Norte;10;12;0;0;0
31.553.627/0001-01;2024-12-31;3;141862;MOBLY S.A.;Sudeste;266;411;0;0;58
31.553.627/0001-01;2024-12-31;3;141862;MOBLY S.A.;Sul;6;20;0;0;0
31.748.174/0001-60;2024-12-31;2;141849;VERO S.A.;Centro-Oeste;69;133;0;0;0
31.748.174/0001-60;2024-12-31;2;141849;VERO S.A.;Exterior;0;0;0;0;0
31.748.174/0001-60;2024-12-31;2;141849;VERO S.A.;Nordeste;0;0;0;0;0
31.748.174/0001-60;2024-12-31;2;141849;VERO S.A.;Norte;0;0;0;0;0
31.748.174/0001-60;2024-12-31;2;141849;VERO S.A.;Sudeste;758;1275;0;0;0
31.748.174/0001-60;2024-12-31;2;141849;VERO S.A.;Sul;405;654;0;0;0
32.021.201/0001-61;2024-12-31;1;138807;ORIGEM ENERGIA S.A.;Centro-Oeste;0;0;0;0;0
32.021.201/0001-61;2024-12-31;1;138807;ORIGEM ENERGIA S.A.;Exterior;0;0;0;0;0
32.021.201/0001-61;2024-12-31;1;138807;ORIGEM ENERGIA S.A.;Nordeste;136;596;1;8;10
32.021.201/0001-61;2024-12-31;1;138807;ORIGEM ENERGIA S.A.;Norte;0;0;0;0;0
32.021.201/0001-61;2024-12-31;1;138807;ORIGEM ENERGIA S.A.;Sudeste;101;117;0;0;5
32.021.201/0001-61;2024-12-31;1;138807;ORIGEM ENERGIA S.A.;Sul;0;0;0;0;0
32.681.371/0001-72;2024-12-31;3;141755;VIX LOGÍSTICA S.A.;Centro-Oeste;10;37;0;0;0
32.681.371/0001-72;2024-12-31;3;141755;VIX LOGÍSTICA S.A.;Exterior;0;0;0;0;0
32.681.371/0001-72;2024-12-31;3;141755;VIX LOGÍSTICA S.A.;Nordeste;185;2501;0;0;0
32.681.371/0001-72;2024-12-31;3;141755;VIX LOGÍSTICA S.A.;Norte;83;659;0;0;0
32.681.371/0001-72;2024-12-31;3;141755;VIX LOGÍSTICA S.A.;Sudeste;1343;6252;0;0;0
32.681.371/0001-72;2024-12-31;3;141755;VIX LOGÍSTICA S.A.;Sul;34;475;0;0;0
32.785.497/0001-97;2024-12-31;8;142139;NATURA &CO HOLDING S.A.;Centro-Oeste;91;17;0;0;0
32.785.497/0001-97;2024-12-31;8;142139;NATURA &CO HOLDING S.A.;Exterior;0;0;0;0;0
32.785.497/0001-97;2024-12-31;8;142139;NATURA &CO HOLDING S.A.;Nordeste;499;141;0;0;0
32.785.497/0001-97;2024-12-31;8;142139;NATURA &CO HOLDING S.A.;Norte;189;243;0;0;0
32.785.497/0001-97;2024-12-31;8;142139;NATURA &CO HOLDING S.A.;Sudeste;3585;2745;0;0;3
32.785.497/0001-97;2024-12-31;8;142139;NATURA &CO HOLDING S.A.;Sul;149;23;0;0;0
33.000.167/0001-01;2024-12-31;12;142082;PETROLEO BRASILEIRO S.A. PETROBRAS;Centro-Oeste;8;12;1;0;140
33.000.167/0001-01;2024-12-31;12;142082;PETROLEO BRASILEIRO S.A. PETROBRAS;Exterior;0;0;0;0;0
33.000.167/0001-01;2024-12-31;12;142082;PETROLEO BRASILEIRO S.A. PETROBRAS;Nordeste;84;284;0;0;3110
33.000.167/0001-01;2024-12-31;12;142082;PETROLEO BRASILEIRO S.A. PETROBRAS;Norte;10;45;0;0;518
33.000.167/0001-01;2024-12-31;12;142082;PETROLEO BRASILEIRO S.A. PETROBRAS;Sudeste;1048;3061;16;0;30238
33.000.167/0001-01;2024-12-31;12;142082;PETROLEO BRASILEIRO S.A. PETROBRAS;Sul;40;121;0;0;1477
33.035.536/0001-00;2024-12-31;3;139959;JOAO FORTES ENGENHARIA S.A. - EM RECUPERAÇÃO JUDICIAL;Centro-Oeste;3;4;0;0;0
33.035.536/0001-00;2024-12-31;3;139959;JOAO FORTES ENGENHARIA S.A. - EM RECUPERAÇÃO JUDICIAL;Exterior;0;0;0;0;0
33.035.536/0001-00;2024-12-31;3;139959;JOAO FORTES ENGENHARIA S.A. - EM RECUPERAÇÃO JUDICIAL;Nordeste;0;0;0;0;0
33.035.536/0001-00;2024-12-31;3;139959;JOAO FORTES ENGENHARIA S.A. - EM RECUPERAÇÃO JUDICIAL;Norte;0;0;0;0;0
33.035.536/0001-00;2024-12-31;3;139959;JOAO FORTES ENGENHARIA S.A. - EM RECUPERAÇÃO JUDICIAL;Sudeste;32;53;0;0;10
33.035.536/0001-00;2024-12-31;3;139959;JOAO FORTES ENGENHARIA S.A. - EM RECUPERAÇÃO JUDICIAL;Sul;0;0;0;0;0
33.040.601/0001-87;2024-12-31;3;141841;MERCANTIL FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTI;Centro-Oeste;0;0;0;0;0
33.040.601/0001-87;2024-12-31;3;141841;MERCANTIL FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTI;Exterior;0;0;0;0;0
33.040.601/0001-87;2024-12-31;3;141841;MERCANTIL FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTI;Nordeste;0;0;0;0;0
33.040.601/0001-87;2024-12-31;3;141841;MERCANTIL FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTI;Norte;0;0;0;0;0
33.040.601/0001-87;2024-12-31;3;141841;MERCANTIL FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTI;Sudeste;0;0;0;0;0
33.040.601/0001-87;2024-12-31;3;141841;MERCANTIL FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTI;Sul;0;0;0;0;0
33.041.260/0652-90;2024-12-31;6;141702;GRUPO CASAS BAHIA S.A.;Centro-Oeste;1191;1354;0;0;0
33.041.260/0652-90;2024-12-31;6;141702;GRUPO CASAS BAHIA S.A.;Exterior;0;0;0;0;0
33.041.260/0652-90;2024-12-31;6;141702;GRUPO CASAS BAHIA S.A.;Nordeste;2203;3158;0;0;0
33.041.260/0652-90;2024-12-31;6;141702;GRUPO CASAS BAHIA S.A.;Norte;518;707;0;0;0
33.041.260/0652-90;2024-12-31;6;141702;GRUPO CASAS BAHIA S.A.;Sudeste;12385;14108;0;0;0
33.041.260/0652-90;2024-12-31;6;141702;GRUPO CASAS BAHIA S.A.;Sul;1093;1241;0;0;0
33.042.730/0001-04;2024-12-31;3;141349;CIA SIDERURGICA NACIONAL;Centro-Oeste;7;53;0;0;0
33.042.730/0001-04;2024-12-31;3;141349;CIA SIDERURGICA NACIONAL;Exterior;0;0;0;0;0
33.042.730/0001-04;2024-12-31;3;141349;CIA SIDERURGICA NACIONAL;Nordeste;424;1837;0;0;0
33.042.730/0001-04;2024-12-31;3;141349;CIA SIDERURGICA NACIONAL;Norte;81;321;0;0;0
33.042.730/0001-04;2024-12-31;3;141349;CIA SIDERURGICA NACIONAL;Sudeste;5971;19635;0;0;0
33.042.730/0001-04;2024-12-31;3;141349;CIA SIDERURGICA NACIONAL;Sul;174;531;0;0;0
33.050.071/0001-58;2024-12-31;4;142029;AMPLA ENERGIA E SERVICOS S.A.;Centro-Oeste;0;0;0;0;0
33.050.071/0001-58;2024-12-31;4;142029;AMPLA ENERGIA E SERVICOS S.A.;Exterior;0;0;0;0;0
33.050.071/0001-58;2024-12-31;4;142029;AMPLA ENERGIA E SERVICOS S.A.;Nordeste;6;5;0;0;0
33.050.071/0001-58;2024-12-31;4;142029;AMPLA ENERGIA E SERVICOS S.A.;Norte;0;0;0;0;0
33.050.071/0001-58;2024-12-31;4;142029;AMPLA ENERGIA E SERVICOS S.A.;Sudeste;267;1373;0;0;0
33.050.071/0001-58;2024-12-31;4;142029;AMPLA ENERGIA E SERVICOS S.A.;Sul;0;0;0;0;0
33.050.196/0001-88;2024-12-31;3;141684;CIA PAULISTA DE FORCA E LUZ;Centro-Oeste;1;0;0;0;0
33.050.196/0001-88;2024-12-31;3;141684;CIA PAULISTA DE FORCA E LUZ;Exterior;0;0;0;0;0
33.050.196/0001-88;2024-12-31;3;141684;CIA PAULISTA DE FORCA E LUZ;Nordeste;0;0;0;0;0
33.050.196/0001-88;2024-12-31;3;141684;CIA PAULISTA DE FORCA E LUZ;Norte;0;0;0;0;0
33.050.196/0001-88;2024-12-31;3;141684;CIA PAULISTA DE FORCA E LUZ;Sudeste;562;3077;0;0;0
33.050.196/0001-88;2024-12-31;3;141684;CIA PAULISTA DE FORCA E LUZ;Sul;0;0;0;0;0
33.102.476/0001-92;2024-12-31;2;140723;MONTEIRO ARANHA S.A.;Centro-Oeste;0;0;0;0;0
33.102.476/0001-92;2024-12-31;2;140723;MONTEIRO ARANHA S.A.;Exterior;0;0;0;0;0
33.102.476/0001-92;2024-12-31;2;140723;MONTEIRO ARANHA S.A.;Nordeste;0;0;0;0;0
33.102.476/0001-92;2024-12-31;2;140723;MONTEIRO ARANHA S.A.;Norte;0;0;0;0;0
33.102.476/0001-92;2024-12-31;2;140723;MONTEIRO ARANHA S.A.;Sudeste;11;12;0;0;0
33.102.476/0001-92;2024-12-31;2;140723;MONTEIRO ARANHA S.A.;Sul;0;0;0;0;0
33.113.309/0001-47;2024-12-31;5;141753;VALID SOLUÇÕES S.A.;Centro-Oeste;113;112;0;0;0
33.113.309/0001-47;2024-12-31;5;141753;VALID SOLUÇÕES S.A.;Exterior;0;0;0;0;0
33.113.309/0001-47;2024-12-31;5;141753;VALID SOLUÇÕES S.A.;Nordeste;245;268;0;0;0
33.113.309/0001-47;2024-12-31;5;141753;VALID SOLUÇÕES S.A.;Norte;1;2;0;0;0
33.113.309/0001-47;2024-12-31;5;141753;VALID SOLUÇÕES S.A.;Sudeste;761;955;0;0;0
33.113.309/0001-47;2024-12-31;5;141753;VALID SOLUÇÕES S.A.;Sul;7;65;0;0;0
33.130.691/0001-05;2024-12-31;5;141648;WILSON SONS S.A.;Centro-Oeste;0;0;0;0;0
33.130.691/0001-05;2024-12-31;5;141648;WILSON SONS S.A.;Exterior;0;0;0;0;0
33.130.691/0001-05;2024-12-31;5;141648;WILSON SONS S.A.;Nordeste;136;905;0;0;2
33.130.691/0001-05;2024-12-31;5;141648;WILSON SONS S.A.;Norte;14;77;0;0;2
33.130.691/0001-05;2024-12-31;5;141648;WILSON SONS S.A.;Sudeste;490;1204;2;0;1
33.130.691/0001-05;2024-12-31;5;141648;WILSON SONS S.A.;Sul;166;919;0;0;2
33.200.049/0001-47;2024-12-31;3;141565;HOTEIS OTHON S.A. - EM RECUPERAÇÃO JUDICIAL;Centro-Oeste;0;0;0;0;0
33.200.049/0001-47;2024-12-31;3;141565;HOTEIS OTHON S.A. - EM RECUPERAÇÃO JUDICIAL;Exterior;0;0;0;0;0
33.200.049/0001-47;2024-12-31;3;141565;HOTEIS OTHON S.A. - EM RECUPERAÇÃO JUDICIAL;Nordeste;0;2;0;0;0
33.200.049/0001-47;2024-12-31;3;141565;HOTEIS OTHON S.A. - EM RECUPERAÇÃO JUDICIAL;Norte;0;0;0;0;0
33.200.049/0001-47;2024-12-31;3;141565;HOTEIS OTHON S.A. - EM RECUPERAÇÃO JUDICIAL;Sudeste;163;267;0;0;0
33.200.049/0001-47;2024-12-31;3;141565;HOTEIS OTHON S.A. - EM RECUPERAÇÃO JUDICIAL;Sul;0;0;0;0;0
33.228.024/0001-51;2024-12-31;3;141608;WLM PART. E COMÉRCIO DE MÁQUINAS E VEÍCULOS S.A.;Centro-Oeste;0;0;0;0;0
33.228.024/0001-51;2024-12-31;3;141608;WLM PART. E COMÉRCIO DE MÁQUINAS E VEÍCULOS S.A.;Exterior;0;0;0;0;0
33.228.024/0001-51;2024-12-31;3;141608;WLM PART. E COMÉRCIO DE MÁQUINAS E VEÍCULOS S.A.;Nordeste;0;0;0;0;0
33.228.024/0001-51;2024-12-31;3;141608;WLM PART. E COMÉRCIO DE MÁQUINAS E VEÍCULOS S.A.;Norte;0;0;0;0;244
33.228.024/0001-51;2024-12-31;3;141608;WLM PART. E COMÉRCIO DE MÁQUINAS E VEÍCULOS S.A.;Sudeste;0;0;0;0;702
33.228.024/0001-51;2024-12-31;3;141608;WLM PART. E COMÉRCIO DE MÁQUINAS E VEÍCULOS S.A.;Sul;0;0;0;0;0
33.256.439/0001-39;2024-12-31;2;141230;ULTRAPAR PARTICIPACOES S.A.;Centro-Oeste;210;303;0;0;0
33.256.439/0001-39;2024-12-31;2;141230;ULTRAPAR PARTICIPACOES S.A.;Exterior;0;0;0;0;0
33.256.439/0001-39;2024-12-31;2;141230;ULTRAPAR PARTICIPACOES S.A.;Nordeste;226;953;0;0;0
33.256.439/0001-39;2024-12-31;2;141230;ULTRAPAR PARTICIPACOES S.A.;Norte;55;166;0;0;0
33.256.439/0001-39;2024-12-31;2;141230;ULTRAPAR PARTICIPACOES S.A.;Sudeste;2497;4153;0;0;0
33.256.439/0001-39;2024-12-31;2;141230;ULTRAPAR PARTICIPACOES S.A.;Sul;230;936;0;0;0
33.352.394/0001-04;2024-12-31;3;141295;CIA ESTADUAL DE ÁGUAS E ESGOTOS - CEDAE;Centro-Oeste;0;0;0;0;0
33.352.394/0001-04;2024-12-31;3;141295;CIA ESTADUAL DE ÁGUAS E ESGOTOS - CEDAE;Exterior;0;0;0;0;0
33.352.394/0001-04;2024-12-31;3;141295;CIA ESTADUAL DE ÁGUAS E ESGOTOS - CEDAE;Nordeste;0;0;0;0;0
33.352.394/0001-04;2024-12-31;3;141295;CIA ESTADUAL DE ÁGUAS E ESGOTOS - CEDAE;Norte;0;0;0;0;0
33.352.394/0001-04;2024-12-31;3;141295;CIA ESTADUAL DE ÁGUAS E ESGOTOS - CEDAE;Sudeste;476;2579;0;0;0
33.352.394/0001-04;2024-12-31;3;141295;CIA ESTADUAL DE ÁGUAS E ESGOTOS - CEDAE;Sul;0;0;0;0;0
33.376.989/0001-91;2024-12-31;10;141942;IRB - BRASIL RESSEGUROS S.A.;Centro-Oeste;0;0;0;0;0
33.376.989/0001-91;2024-12-31;10;141942;IRB - BRASIL RESSEGUROS S.A.;Exterior;4;7;0;0;0
33.376.989/0001-91;2024-12-31;10;141942;IRB - BRASIL RESSEGUROS S.A.;Nordeste;0;0;0;0;0
33.376.989/0001-91;2024-12-31;10;141942;IRB - BRASIL RESSEGUROS S.A.;Norte;0;0;0;0;0
33.376.989/0001-91;2024-12-31;10;141942;IRB - BRASIL RESSEGUROS S.A.;Sudeste;174;195;0;0;0
33.376.989/0001-91;2024-12-31;10;141942;IRB - BRASIL RESSEGUROS S.A.;Sul;0;0;0;0;0
33.386.210/0001-19;2024-12-31;1;138487;SONDOTECNICA ENGENHARIA SOLOS S.A.;Centro-Oeste;0;0;0;0;0
33.386.210/0001-19;2024-12-31;1;138487;SONDOTECNICA ENGENHARIA SOLOS S.A.;Exterior;0;0;0;0;0
33.386.210/0001-19;2024-12-31;1;138487;SONDOTECNICA ENGENHARIA SOLOS S.A.;Nordeste;0;0;0;0;0
33.386.210/0001-19;2024-12-31;1;138487;SONDOTECNICA ENGENHARIA SOLOS S.A.;Norte;0;0;0;0;0
33.386.210/0001-19;2024-12-31;1;138487;SONDOTECNICA ENGENHARIA SOLOS S.A.;Sudeste;113;191;0;0;0
33.386.210/0001-19;2024-12-31;1;138487;SONDOTECNICA ENGENHARIA SOLOS S.A.;Sul;0;0;0;0;0
33.453.598/0001-23;2024-03-31;21;141260;RAÍZEN S.A.;Centro-Oeste;854;4713;0;0;0
33.453.598/0001-23;2024-03-31;21;141260;RAÍZEN S.A.;Exterior;0;0;0;0;0
33.453.598/0001-23;2024-03-31;21;141260;RAÍZEN S.A.;Nordeste;92;329;0;0;0
33.453.598/0001-23;2024-03-31;21;141260;RAÍZEN S.A.;Norte;36;163;0;0;0
33.453.598/0001-23;2024-03-31;21;141260;RAÍZEN S.A.;Sudeste;6618;30547;0;0;0
33.453.598/0001-23;2024-03-31;21;141260;RAÍZEN S.A.;Sul;44;225;0;0;0
33.467.572/0001-34;2024-12-31;1;138305;TEKNO S.A. - INDUSTRIA E COMERCIO;Centro-Oeste;0;0;0;0;0
33.467.572/0001-34;2024-12-31;1;138305;TEKNO S.A. - INDUSTRIA E COMERCIO;Exterior;0;0;0;0;0
33.467.572/0001-34;2024-12-31;1;138305;TEKNO S.A. - INDUSTRIA E COMERCIO;Nordeste;1;0;0;0;0
33.467.572/0001-34;2024-12-31;1;138305;TEKNO S.A. - INDUSTRIA E COMERCIO;Norte;0;0;0;0;0
33.467.572/0001-34;2024-12-31;1;138305;TEKNO S.A. - INDUSTRIA E COMERCIO;Sudeste;62;284;0;0;0
33.467.572/0001-34;2024-12-31;1;138305;TEKNO S.A. - INDUSTRIA E COMERCIO;Sul;0;2;0;0;0
33.541.368/0001-16;2024-12-31;4;141872;CIA HIDRO ELÉTRICA DO SÃO FRANCISCO;Centro-Oeste;0;0;0;0;0
33.541.368/0001-16;2024-12-31;4;141872;CIA HIDRO ELÉTRICA DO SÃO FRANCISCO;Exterior;0;0;0;0;0
33.541.368/0001-16;2024-12-31;4;141872;CIA HIDRO ELÉTRICA DO SÃO FRANCISCO;Nordeste;358;1985;0;0;0
33.541.368/0001-16;2024-12-31;4;141872;CIA HIDRO ELÉTRICA DO SÃO FRANCISCO;Norte;0;0;0;0;0
33.541.368/0001-16;2024-12-31;4;141872;CIA HIDRO ELÉTRICA DO SÃO FRANCISCO;Sudeste;0;0;0;0;0
33.541.368/0001-16;2024-12-31;4;141872;CIA HIDRO ELÉTRICA DO SÃO FRANCISCO;Sul;0;0;0;0;0
33.572.408/0001-97;2024-12-31;3;139642;RUMO MALHA CENTRAL S.A.;Centro-Oeste;210;1051;0;0;0
33.572.408/0001-97;2024-12-31;3;139642;RUMO MALHA CENTRAL S.A.;Exterior;0;0;0;0;0
33.572.408/0001-97;2024-12-31;3;139642;RUMO MALHA CENTRAL S.A.;Nordeste;0;0;0;0;0
33.572.408/0001-97;2024-12-31;3;139642;RUMO MALHA CENTRAL S.A.;Norte;2;4;0;0;0
33.572.408/0001-97;2024-12-31;3;139642;RUMO MALHA CENTRAL S.A.;Sudeste;323;3132;0;0;0
33.572.408/0001-97;2024-12-31;3;139642;RUMO MALHA CENTRAL S.A.;Sul;432;3160;0;0;0
33.592.510/0001-54;2024-12-31;8;142079;VALE S.A.;Centro-Oeste;29;40;0;0;0
33.592.510/0001-54;2024-12-31;8;142079;VALE S.A.;Exterior;1835;9725;0;0;0
33.592.510/0001-54;2024-12-31;8;142079;VALE S.A.;Nordeste;1448;5265;0;0;0
33.592.510/0001-54;2024-12-31;8;142079;VALE S.A.;Norte;4690;13265;0;0;0
33.592.510/0001-54;2024-12-31;8;142079;VALE S.A.;Sudeste;8296;22214;0;0;0
33.592.510/0001-54;2024-12-31;8;142079;VALE S.A.;Sul;0;0;0;0;0
33.611.500/0001-19;2024-12-31;4;142120;GERDAU S.A.;Centro-Oeste;34;137;0;0;0
33.611.500/0001-19;2024-12-31;4;142120;GERDAU S.A.;Exterior;1501;10569;0;0;4
33.611.500/0001-19;2024-12-31;4;142120;GERDAU S.A.;Nordeste;235;1344;0;0;0
33.611.500/0001-19;2024-12-31;4;142120;GERDAU S.A.;Norte;16;29;0;0;0
33.611.500/0001-19;2024-12-31;4;142120;GERDAU S.A.;Sudeste;2204;11131;0;0;0
33.611.500/0001-19;2024-12-31;4;142120;GERDAU S.A.;Sul;603;2369;0;0;0
33.839.910/0001-11;2024-12-31;5;142050;VIVARA PARTICIPAÇÕES S.A.;Centro-Oeste;373;1;0;0;0
33.839.910/0001-11;2024-12-31;5;142050;VIVARA PARTICIPAÇÕES S.A.;Exterior;0;0;0;0;0
33.839.910/0001-11;2024-12-31;5;142050;VIVARA PARTICIPAÇÕES S.A.;Nordeste;599;3;0;0;0
33.839.910/0001-11;2024-12-31;5;142050;VIVARA PARTICIPAÇÕES S.A.;Norte;708;319;0;0;0
33.839.910/0001-11;2024-12-31;5;142050;VIVARA PARTICIPAÇÕES S.A.;Sudeste;2279;226;0;0;0
33.839.910/0001-11;2024-12-31;5;142050;VIVARA PARTICIPAÇÕES S.A.;Sul;554;3;0;0;0
33.938.119/0001-69;2024-12-31;2;141267;CIA DISTRIB DE GAS DO RIO DE JANEIRO-CEG;Centro-Oeste;1;3;0;0;0
33.938.119/0001-69;2024-12-31;2;141267;CIA DISTRIB DE GAS DO RIO DE JANEIRO-CEG;Exterior;1;1;0;0;0
33.938.119/0001-69;2024-12-31;2;141267;CIA DISTRIB DE GAS DO RIO DE JANEIRO-CEG;Nordeste;2;4;0;0;0
33.938.119/0001-69;2024-12-31;2;141267;CIA DISTRIB DE GAS DO RIO DE JANEIRO-CEG;Norte;0;1;0;0;0
33.938.119/0001-69;2024-12-31;2;141267;CIA DISTRIB DE GAS DO RIO DE JANEIRO-CEG;Sudeste;116;166;0;0;0
33.938.119/0001-69;2024-12-31;2;141267;CIA DISTRIB DE GAS DO RIO DE JANEIRO-CEG;Sul;0;0;0;0;0
33.958.695/0001-78;2024-12-31;4;141660;UNIPAR CARBOCLORO S.A.;Centro-Oeste;0;0;0;0;0
33.958.695/0001-78;2024-12-31;4;141660;UNIPAR CARBOCLORO S.A.;Exterior;51;516;0;0;0
33.958.695/0001-78;2024-12-31;4;141660;UNIPAR CARBOCLORO S.A.;Nordeste;0;0;0;0;0
33.958.695/0001-78;2024-12-31;4;141660;UNIPAR CARBOCLORO S.A.;Norte;0;0;0;0;0
33.958.695/0001-78;2024-12-31;4;141660;UNIPAR CARBOCLORO S.A.;Sudeste;166;672;0;0;0
33.958.695/0001-78;2024-12-31;4;141660;UNIPAR CARBOCLORO S.A.;Sul;0;0;0;0;0
34.169.557/0001-72;2024-12-31;1;138626;BCO MERCANTIL DE INVESTIMENTOS S.A.;Centro-Oeste;0;0;0;0;0
34.169.557/0001-72;2024-12-31;1;138626;BCO MERCANTIL DE INVESTIMENTOS S.A.;Exterior;0;0;0;0;0
34.169.557/0001-72;2024-12-31;1;138626;BCO MERCANTIL DE INVESTIMENTOS S.A.;Nordeste;0;0;0;0;0
34.169.557/0001-72;2024-12-31;1;138626;BCO MERCANTIL DE INVESTIMENTOS S.A.;Norte;0;0;0;0;0
34.169.557/0001-72;2024-12-31;1;138626;BCO MERCANTIL DE INVESTIMENTOS S.A.;Sudeste;0;6;0;0;0
34.169.557/0001-72;2024-12-31;1;138626;BCO MERCANTIL DE INVESTIMENTOS S.A.;Sul;0;0;0;0;0
34.274.233/0001-02;2024-12-31;7;141509;VIBRA ENERGIA S/A;Centro-Oeste;40;188;0;0;0
34.274.233/0001-02;2024-12-31;7;141509;VIBRA ENERGIA S/A;Exterior;0;1;0;0;0
34.274.233/0001-02;2024-12-31;7;141509;VIBRA ENERGIA S/A;Nordeste;94;414;0;0;0
34.274.233/0001-02;2024-12-31;7;141509;VIBRA ENERGIA S/A;Norte;45;176;0;0;0
34.274.233/0001-02;2024-12-31;7;141509;VIBRA ENERGIA S/A;Sudeste;821;1538;0;0;0
34.274.233/0001-02;2024-12-31;7;141509;VIBRA ENERGIA S/A;Sul;40;164;0;0;0
35.727.157/0001-06;2024-12-31;2;139116;EZ INC INCORPORAÇÕES COMERCIAIS S.A.;Centro-Oeste;0;0;0;0;0
35.727.157/0001-06;2024-12-31;2;139116;EZ INC INCORPORAÇÕES COMERCIAIS S.A.;Exterior;0;0;0;0;0
35.727.157/0001-06;2024-12-31;2;139116;EZ INC INCORPORAÇÕES COMERCIAIS S.A.;Nordeste;0;0;0;0;0
35.727.157/0001-06;2024-12-31;2;139116;EZ INC INCORPORAÇÕES COMERCIAIS S.A.;Norte;0;0;0;0;0
35.727.157/0001-06;2024-12-31;2;139116;EZ INC INCORPORAÇÕES COMERCIAIS S.A.;Sudeste;5;42;0;0;0
35.727.157/0001-06;2024-12-31;2;139116;EZ INC INCORPORAÇÕES COMERCIAIS S.A.;Sul;0;0;0;0;0
35.791.391/0001-94;2024-12-31;2;138913;QUALITY SOFTWARE S.A.;Centro-Oeste;3;44;0;0;0
35.791.391/0001-94;2024-12-31;2;138913;QUALITY SOFTWARE S.A.;Exterior;3;13;0;0;0
35.791.391/0001-94;2024-12-31;2;138913;QUALITY SOFTWARE S.A.;Nordeste;18;145;0;0;0
35.791.391/0001-94;2024-12-31;2;138913;QUALITY SOFTWARE S.A.;Norte;5;31;0;0;0
